benchmark,result,holes,solve,check
baseline_probs_new_verit/baseline_probs_new/Subset_Boolean_Algebras.Subset_Boolean_Algebras[3054_100524]/mirabelle/mirabelle.log,,,,
baseline_probs_new_verit/baseline_probs_new/Multi_Party_Computation.Noar_Pinkas_OT[290_12688]/mirabelle/mirabelle.log,,,,
baseline_probs_new_verit/baseline_probs_new/Consensus_Refined.OneThirdRule_Defs[90_2724]/mirabelle/mirabelle.log,unsat,,98,24
baseline_probs_new_verit/baseline_probs_new/Pell.Efficient_Discrete_Sqrt[70_2331]/mirabelle/mirabelle.log,,,,
baseline_probs_new_verit/baseline_probs_new/CoSMed.Friend[588_29896]/mirabelle/mirabelle.log,unsat,,388,3
baseline_probs_new_verit/baseline_probs_new/Pell.Pell[546_20674]/mirabelle/mirabelle.log,,,,
baseline_probs_new_verit/baseline_probs_new/CoSMed.Post[513_23223]/mirabelle/mirabelle.log,,,,
baseline_probs_new_verit/baseline_probs_new/Subset_Boolean_Algebras.Subset_Boolean_Algebras[214_8428]/mirabelle/mirabelle.log,unsat,,143,10
baseline_probs_new_verit/baseline_probs_new/Abstract_Soundness.Infinite_Proof_Soundness[545_20807]/mirabelle/mirabelle.log,,,,
baseline_probs_new_verit/baseline_probs_new/Ergodic_Theory.Measure_Preserving_Transformations[352_14307]/mirabelle/mirabelle.log,,,,
baseline_probs_new_verit/baseline_probs_new/Berlekamp_Zassenhaus.Polynomial_Record_Based[297_11946]/mirabelle/mirabelle.log,unsat,,113,3
baseline_probs_new_verit/baseline_probs_new/Poincare_Disc.Poincare_Perpendicular[326_12039]/mirabelle/mirabelle.log,unsat,,552,30
baseline_probs_new_verit/baseline_probs_new/Irrationality_J_Hancl.Irrationality_J_Hancl[503_21266]/mirabelle/mirabelle.log,,,,
baseline_probs_new_verit/baseline_probs_new/CryptHOL.GPV_Expectation[86_3248]/mirabelle/mirabelle.log,,,,
baseline_probs_new_verit/baseline_probs_new/Triangle.Angles[211_7300]/mirabelle/mirabelle.log,,,,
baseline_probs_new_verit/baseline_probs_new/Bounded_Deducibility_Security.BD_Security_TS[185_6403]/mirabelle/mirabelle.log,unsat,,129,4
baseline_probs_new_verit/baseline_probs_new/Abortable_Linearizable_Modules.Idempotence[1326_45289]/mirabelle/mirabelle.log,unsat,,139,12
baseline_probs_new_verit/baseline_probs_new/Noninterference_CSP.ClassicalNoninterference[417_17104]/mirabelle/mirabelle.log,unsat,,290,5
baseline_probs_new_verit/baseline_probs_new/Abstract_Soundness.Infinite_Proof_Soundness[227_8636]/mirabelle/mirabelle.log,,,,
baseline_probs_new_verit/baseline_probs_new/Bertrands_Postulate.Bertrand[1058_42596]/mirabelle/mirabelle.log,,,,
baseline_probs_new_verit/baseline_probs_new/Jordan_Hoelder.CompositionSeries[354_15808]/mirabelle/mirabelle.log,,,,
baseline_probs_new_verit/baseline_probs_new/Jordan_Hoelder.SubgroupsAndNormalSubgroups[406_16320]/mirabelle/mirabelle.log,unsat,,136,9
baseline_probs_new_verit/baseline_probs_new/Pell.Efficient_Discrete_Sqrt[120_4403]/mirabelle/mirabelle.log,unsat,,129,3
baseline_probs_new_verit/baseline_probs_new/Locally-Nameless-Sigma.ParRed[1157_41430]/mirabelle/mirabelle.log,,,,
baseline_probs_new_verit/baseline_probs_new/Abstract_Completeness.Abstract_Completeness[266_10734]/mirabelle/mirabelle.log,,,,
baseline_probs_new_verit/baseline_probs_new/Prime_Distribution_Elementary.Summatory_Divisor_Sigma_Bounds[234_12059]/mirabelle/mirabelle.log,,,,
baseline_probs_new_verit/baseline_probs_new/Irrationality_J_Hancl.Irrationality_J_Hancl[101_3950]/mirabelle/mirabelle.log,unsat,,110,3
baseline_probs_new_verit/baseline_probs_new/Consensus_Refined.OneThirdRule_Defs[61_1832]/mirabelle/mirabelle.log,,,,
baseline_probs_new_verit/baseline_probs_new/Buildings.Chamber[2544_91896]/mirabelle/mirabelle.log,unsat,,108,5
baseline_probs_new_verit/baseline_probs_new/Falling_Factorial_Sum.Falling_Factorial_Sum_Combinatorics[187_6599]/mirabelle/mirabelle.log,,,,
baseline_probs_new_verit/baseline_probs_new/Bernoulli.Bernoulli_Zeta[182_9009]/mirabelle/mirabelle.log,,,,
baseline_probs_new_verit/baseline_probs_new/Slicing.DependentLiveVariables[47_1683]/mirabelle/mirabelle.log,unsat,,265,2
baseline_probs_new_verit/baseline_probs_new/Regex_Equivalence.Deriv_Autos[17_339]/mirabelle/mirabelle.log,,,,
baseline_probs_new_verit/baseline_probs_new/Multi_Party_Computation.OT14[723_35077]/mirabelle/mirabelle.log,,,,
baseline_probs_new_verit/baseline_probs_new/Consensus_Refined.Refinement[363_10408]/mirabelle/mirabelle.log,unsat,,95,6
baseline_probs_new_verit/baseline_probs_new/Slicing.SemanticsWF[299_10572]/mirabelle/mirabelle.log,,,,
baseline_probs_new_verit/baseline_probs_new/Locally-Nameless-Sigma.FMap[269_8568]/mirabelle/mirabelle.log,unsat,,105,1
baseline_probs_new_verit/baseline_probs_new/CoSMeDis.Independent_DYNAMIC_Post_ISSUER[824_37022]/mirabelle/mirabelle.log,,,,
baseline_probs_new_verit/baseline_probs_new/Polynomial_Interpolation.Missing_Polynomial[72_2257]/mirabelle/mirabelle.log,unsat,,98,5
baseline_probs_new_verit/baseline_probs_new/Multi_Party_Computation.ETP_OT[336_14374]/mirabelle/mirabelle.log,,,,
baseline_probs_new_verit/baseline_probs_new/Falling_Factorial_Sum.Falling_Factorial_Sum_Combinatorics[64_2006]/mirabelle/mirabelle.log,unsat,,387,0
baseline_probs_new_verit/baseline_probs_new/Noninterference_CSP.CSPNoninterference[437_17607]/mirabelle/mirabelle.log,unsat,,127,13
baseline_probs_new_verit/baseline_probs_new/Ergodic_Theory.Kingman[1460_73673]/mirabelle/mirabelle.log,,,,
baseline_probs_new_verit/baseline_probs_new/Density_Compiler.PDF_Compiler_Pred[500_28051]/mirabelle/mirabelle.log,,,,
baseline_probs_new_verit/baseline_probs_new/Subset_Boolean_Algebras.Subset_Boolean_Algebras[2329_75326]/mirabelle/mirabelle.log,unsat,,443,14
baseline_probs_new_verit/baseline_probs_new/Menger.Graph[380_17061]/mirabelle/mirabelle.log,unsat,,130,12
baseline_probs_new_verit/baseline_probs_new/Prime_Harmonic_Series.Squarefree_Nat[120_4736]/mirabelle/mirabelle.log,,,,
baseline_probs_new_verit/baseline_probs_new/Abstract_Completeness.Propositional_Logic[60_2183]/mirabelle/mirabelle.log,,,,
baseline_probs_new_verit/baseline_probs_new/Category3.Adjunction[1505_60753]/mirabelle/mirabelle.log,unsat,,145,27
baseline_probs_new_verit/baseline_probs_new/Prime_Harmonic_Series.Prime_Harmonic_Misc[51_1451]/mirabelle/mirabelle.log,unsat,,73,2
baseline_probs_new_verit/baseline_probs_new/Berlekamp_Zassenhaus.Poly_Mod_Finite_Field_Record_Based[271_11523]/mirabelle/mirabelle.log,unsat,,102,3
baseline_probs_new_verit/baseline_probs_new/Abstract_Completeness.Abstract_Completeness[339_13737]/mirabelle/mirabelle.log,,,,
baseline_probs_new_verit/baseline_probs_new/Fishburn_Impossibility.Social_Choice_Functions[405_14453]/mirabelle/mirabelle.log,,,,
baseline_probs_new_verit/baseline_probs_new/Menger.Graph[305_13990]/mirabelle/mirabelle.log,unsat,,115,4
baseline_probs_new_verit/baseline_probs_new/Bernoulli.Bernoulli_Zeta[77_3827]/mirabelle/mirabelle.log,,,,
baseline_probs_new_verit/baseline_probs_new/CryptHOL.Generative_Probabilistic_Value[387_16852]/mirabelle/mirabelle.log,,,,
baseline_probs_new_verit/baseline_probs_new/VeriComp.Inf[55_1590]/mirabelle/mirabelle.log,unsat,,158,10
baseline_probs_new_verit/baseline_probs_new/Localization_Ring.Localization[972_51293]/mirabelle/mirabelle.log,,,,
baseline_probs_new_verit/baseline_probs_new/Buildings.Algebra[2923_104433]/mirabelle/mirabelle.log,unsat,,3731,59
baseline_probs_new_verit/baseline_probs_new/Localization_Ring.Localization[1029_53349]/mirabelle/mirabelle.log,,,,
baseline_probs_new_verit/baseline_probs_new/Regex_Equivalence.Derivatives_Finite[472_18259]/mirabelle/mirabelle.log,,,,
baseline_probs_new_verit/baseline_probs_new/Category3.Subcategory[90_2910]/mirabelle/mirabelle.log,unsat,,137,21
baseline_probs_new_verit/baseline_probs_new/Abstract_Soundness.Infinite_Proof_Soundness[301_12583]/mirabelle/mirabelle.log,,,,
baseline_probs_new_verit/baseline_probs_new/CryptHOL.Generative_Probabilistic_Value[5540_249116]/mirabelle/mirabelle.log,,,,
baseline_probs_new_verit/baseline_probs_new/Bernoulli.Periodic_Bernpoly[83_3384]/mirabelle/mirabelle.log,,,,
baseline_probs_new_verit/baseline_probs_new/Localization_Ring.Localization[415_19992]/mirabelle/mirabelle.log,,,,
baseline_probs_new_verit/baseline_probs_new/Card_Number_Partitions.Number_Partition[216_7025]/mirabelle/mirabelle.log,,,,
baseline_probs_new_verit/baseline_probs_new/Abstract-Hoare-Logics.PsHoareTotal[385_10623]/mirabelle/mirabelle.log,unsat,,325,36
baseline_probs_new_verit/baseline_probs_new/Finger-Trees.FingerTree[1135_40457]/mirabelle/mirabelle.log,unsat,,164,6
baseline_probs_new_verit/baseline_probs_new/Abstract_Completeness.Abstract_Completeness[249_9804]/mirabelle/mirabelle.log,,,,
baseline_probs_new_verit/baseline_probs_new/Jordan_Hoelder.CompositionSeries[407_18133]/mirabelle/mirabelle.log,unsat,,196,23
baseline_probs_new_verit/baseline_probs_new/CryptHOL.GPV_Expectation[370_17101]/mirabelle/mirabelle.log,,,,
baseline_probs_new_verit/baseline_probs_new/Locally-Nameless-Sigma.ParRed[926_31696]/mirabelle/mirabelle.log,unsat,,136,1
baseline_probs_new_verit/baseline_probs_new/Falling_Factorial_Sum.Falling_Factorial_Sum_Combinatorics[220_8105]/mirabelle/mirabelle.log,unsat,,354,11
baseline_probs_new_verit/baseline_probs_new/Comparison_Sort_Lower_Bound.Linorder_Relations[121_4051]/mirabelle/mirabelle.log,,,,
baseline_probs_new_verit/baseline_probs_new/CryptHOL.Computational_Model[73_2647]/mirabelle/mirabelle.log,,,,
baseline_probs_new_verit/baseline_probs_new/Bernoulli.Bernoulli_FPS[1144_49693]/mirabelle/mirabelle.log,,,,
baseline_probs_new_verit/baseline_probs_new/Falling_Factorial_Sum.Falling_Factorial_Sum_Combinatorics[30_1046]/mirabelle/mirabelle.log,,,,
baseline_probs_new_verit/baseline_probs_new/Subset_Boolean_Algebras.Subset_Boolean_Algebras[354_15278]/mirabelle/mirabelle.log,,,,
baseline_probs_new_verit/baseline_probs_new/Abortable_Linearizable_Modules.Idempotence[1073_37139]/mirabelle/mirabelle.log,,,,
baseline_probs_new_verit/baseline_probs_new/Density_Compiler.PDF_Transformations[282_13819]/mirabelle/mirabelle.log,unsat,,130,2
baseline_probs_new_verit/baseline_probs_new/Locally-Nameless-Sigma.TypedSigma[304_10697]/mirabelle/mirabelle.log,unsat,,181,4
baseline_probs_new_verit/baseline_probs_new/CoSMeDis.Friend_Request[707_35745]/mirabelle/mirabelle.log,unsat,,3992,31
baseline_probs_new_verit/baseline_probs_new/Bertrands_Postulate.Bertrand[338_12837]/mirabelle/mirabelle.log,unsat,,123,0
baseline_probs_new_verit/baseline_probs_new/Public_Announcement_Logic.PAL[436_12951]/mirabelle/mirabelle.log,unsat,,266,13
baseline_probs_new_verit/baseline_probs_new/Polynomial_Interpolation.Ring_Hom_Poly[151_5068]/mirabelle/mirabelle.log,,,,
baseline_probs_new_verit/baseline_probs_new/Noninterference_CSP.ClassicalNoninterference[1270_55100]/mirabelle/mirabelle.log,,,,
baseline_probs_new_verit/baseline_probs_new/Irrationality_J_Hancl.Irrationality_J_Hancl[334_13504]/mirabelle/mirabelle.log,unsat,,107,4
baseline_probs_new_verit/baseline_probs_new/CoSMed.Friend_Request[686_33856]/mirabelle/mirabelle.log,unsat,,416,50
baseline_probs_new_verit/baseline_probs_new/Jordan_Hoelder.SubgroupsAndNormalSubgroups[98_3095]/mirabelle/mirabelle.log,unsat,,150,7
baseline_probs_new_verit/baseline_probs_new/Bernoulli.Periodic_Bernpoly[28_1006]/mirabelle/mirabelle.log,unsat,,85,4
baseline_probs_new_verit/baseline_probs_new/Category3.SetCategory[1173_45106]/mirabelle/mirabelle.log,,,,
baseline_probs_new_verit/baseline_probs_new/Ergodic_Theory.Asymptotic_Density[388_18035]/mirabelle/mirabelle.log,,,,
baseline_probs_new_verit/baseline_probs_new/Category3.Adjunction[1105_45135]/mirabelle/mirabelle.log,unsat,,183,14
baseline_probs_new_verit/baseline_probs_new/List_Update.OPT2[50_1202]/mirabelle/mirabelle.log,,,,
baseline_probs_new_verit/baseline_probs_new/Generalized_Counting_Sort.Sorting[109_3704]/mirabelle/mirabelle.log,unsat,,653,26
baseline_probs_new_verit/baseline_probs_new/Localization_Ring.Localization[258_11850]/mirabelle/mirabelle.log,,,,
baseline_probs_new_verit/baseline_probs_new/First_Welfare_Theorem.Preferences[527_17268]/mirabelle/mirabelle.log,,,,
baseline_probs_new_verit/baseline_probs_new/Buildings.Chamber[1812_65353]/mirabelle/mirabelle.log,,,,
baseline_probs_new_verit/baseline_probs_new/VeriComp.Simulation[214_7265]/mirabelle/mirabelle.log,unsat,,94,12
baseline_probs_new_verit/baseline_probs_new/Bernoulli.Bernoulli_FPS[682_30435]/mirabelle/mirabelle.log,,,,
baseline_probs_new_verit/baseline_probs_new/Probabilistic_Noninterference.Compositionality[364_10882]/mirabelle/mirabelle.log,,,,
baseline_probs_new_verit/baseline_probs_new/List_Update.BIT_2comp_on2[1017_40558]/mirabelle/mirabelle.log,unsat,,170,4
baseline_probs_new_verit/baseline_probs_new/Consensus_Refined.Voting_Opt[105_3567]/mirabelle/mirabelle.log,unsat,,126,3
baseline_probs_new_verit/baseline_probs_new/Prime_Distribution_Elementary.More_Dirichlet_Misc[410_16804]/mirabelle/mirabelle.log,,,,
baseline_probs_new_verit/baseline_probs_new/Noninterference_CSP.ClassicalNoninterference[854_35056]/mirabelle/mirabelle.log,unsat,,93,3
baseline_probs_new_verit/baseline_probs_new/Abstract-Hoare-Logics.Hoare[62_1917]/mirabelle/mirabelle.log,unsat,,214,32
baseline_probs_new_verit/baseline_probs_new/Regex_Equivalence.Deriv_PDeriv[141_5074]/mirabelle/mirabelle.log,,,,
baseline_probs_new_verit/baseline_probs_new/MonoidalCategory.MonoidalCategory[3865_153964]/mirabelle/mirabelle.log,,,,
baseline_probs_new_verit/baseline_probs_new/Localization_Ring.Localization[1168_61979]/mirabelle/mirabelle.log,,,,
baseline_probs_new_verit/baseline_probs_new/Category3.Limit[1697_68903]/mirabelle/mirabelle.log,unsat,,73,1
baseline_probs_new_verit/baseline_probs_new/Multi_Party_Computation.Number_Theory_Aux[63_2114]/mirabelle/mirabelle.log,unsat,,101,4
baseline_probs_new_verit/baseline_probs_new/Finger-Trees.FingerTree[783_27934]/mirabelle/mirabelle.log,,,,
baseline_probs_new_verit/baseline_probs_new/Prime_Harmonic_Series.Prime_Harmonic_Misc[74_2393]/mirabelle/mirabelle.log,unsat,,109,23
baseline_probs_new_verit/baseline_probs_new/Irrationality_J_Hancl.Irrationality_J_Hancl[535_22434]/mirabelle/mirabelle.log,,,,
baseline_probs_new_verit/baseline_probs_new/Bertrands_Postulate.Bertrand[842_33821]/mirabelle/mirabelle.log,unsat,,112,3
baseline_probs_new_verit/baseline_probs_new/CoSMeDis.Outer_Friend_Issuer[246_10577]/mirabelle/mirabelle.log,,,,
baseline_probs_new_verit/baseline_probs_new/List_Update.BIT_pairwise[164_7703]/mirabelle/mirabelle.log,unsat,,552,39
baseline_probs_new_verit/baseline_probs_new/Fishburn_Impossibility.Social_Choice_Functions[50_1528]/mirabelle/mirabelle.log,unsat,,128,1
baseline_probs_new_verit/baseline_probs_new/Generalized_Counting_Sort.Sorting[497_19195]/mirabelle/mirabelle.log,,,,
baseline_probs_new_verit/baseline_probs_new/Abstract_Completeness.Abstract_Completeness[362_14719]/mirabelle/mirabelle.log,,,,
baseline_probs_new_verit/baseline_probs_new/Ergodic_Theory.Kingman[1344_66736]/mirabelle/mirabelle.log,,,,
baseline_probs_new_verit/baseline_probs_new/Category3.EpiMonoIso[188_5671]/mirabelle/mirabelle.log,,,,
baseline_probs_new_verit/baseline_probs_new/Transcendence_Series_Hancl_Rucki.Transcendence_Series[188_7500]/mirabelle/mirabelle.log,,,,
baseline_probs_new_verit/baseline_probs_new/Falling_Factorial_Sum.Falling_Factorial_Sum_Combinatorics[204_7400]/mirabelle/mirabelle.log,,,,
baseline_probs_new_verit/baseline_probs_new/Triangle.Angles[240_8712]/mirabelle/mirabelle.log,unsat,,114,13
baseline_probs_new_verit/baseline_probs_new/Poincare_Disc.Poincare_Circles[168_5068]/mirabelle/mirabelle.log,unsat,,68,6
baseline_probs_new_verit/baseline_probs_new/Noninterference_CSP.CSPNoninterference[369_15106]/mirabelle/mirabelle.log,unsat,,193,14
baseline_probs_new_verit/baseline_probs_new/List_Interleaving.ListInterleaving[147_6806]/mirabelle/mirabelle.log,unsat,,309,8
baseline_probs_new_verit/baseline_probs_new/Bernoulli.Bernoulli_FPS[287_10680]/mirabelle/mirabelle.log,,,,
baseline_probs_new_verit/baseline_probs_new/CryptHOL.Generat[141_5120]/mirabelle/mirabelle.log,unsat,,1519,3
baseline_probs_new_verit/baseline_probs_new/Polynomial_Interpolation.Missing_Unsorted[562_19510]/mirabelle/mirabelle.log,,,,
baseline_probs_new_verit/baseline_probs_new/First_Welfare_Theorem.Arrow_Debreu_Model[346_12969]/mirabelle/mirabelle.log,,,,
baseline_probs_new_verit/baseline_probs_new/Density_Compiler.PDF_Values[209_7785]/mirabelle/mirabelle.log,unsat,,7313,0
baseline_probs_new_verit/baseline_probs_new/Irrationality_J_Hancl.Irrationality_J_Hancl[297_11718]/mirabelle/mirabelle.log,unsat,,193,6
baseline_probs_new_verit/baseline_probs_new/Prime_Distribution_Elementary.Prime_Distribution_Elementary_Library[492_19475]/mirabelle/mirabelle.log,,,,
baseline_probs_new_verit/baseline_probs_new/Buildings.Chamber[361_12984]/mirabelle/mirabelle.log,,,,
baseline_probs_new_verit/baseline_probs_new/Bounded_Deducibility_Security.Trivia[64_2075]/mirabelle/mirabelle.log,unsat,,169,7
baseline_probs_new_verit/baseline_probs_new/Fishburn_Impossibility.Social_Choice_Functions[123_4324]/mirabelle/mirabelle.log,unsat,,133,22
baseline_probs_new_verit/baseline_probs_new/Bernoulli.Bernoulli_FPS[665_29558]/mirabelle/mirabelle.log,unsat,,104,4
baseline_probs_new_verit/baseline_probs_new/Prime_Harmonic_Series.Squarefree_Nat[58_2152]/mirabelle/mirabelle.log,,,,
baseline_probs_new_verit/baseline_probs_new/Public_Announcement_Logic.PAL[173_5896]/mirabelle/mirabelle.log,unsat,,291,25
baseline_probs_new_verit/baseline_probs_new/Poincare_Disc.Poincare_Tarski[1214_43474]/mirabelle/mirabelle.log,,,,
baseline_probs_new_verit/baseline_probs_new/Prime_Harmonic_Series.Squarefree_Nat[94_3649]/mirabelle/mirabelle.log,unsat,,108,3
baseline_probs_new_verit/baseline_probs_new/Polynomial_Interpolation.Missing_Polynomial[901_31737]/mirabelle/mirabelle.log,unsat,,339,13
baseline_probs_new_verit/baseline_probs_new/Locally-Nameless-Sigma.FMap[22_566]/mirabelle/mirabelle.log,,,,
baseline_probs_new_verit/baseline_probs_new/Berlekamp_Zassenhaus.Matrix_Record_Based[354_15920]/mirabelle/mirabelle.log,,,,
baseline_probs_new_verit/baseline_probs_new/Bertrands_Postulate.Bertrand[1149_46867]/mirabelle/mirabelle.log,,,,
baseline_probs_new_verit/baseline_probs_new/CryptHOL.Generative_Probabilistic_Value[3445_144572]/mirabelle/mirabelle.log,unsat,,131,1
baseline_probs_new_verit/baseline_probs_new/Transcendence_Series_Hancl_Rucki.Transcendence_Series[527_22598]/mirabelle/mirabelle.log,,,,
baseline_probs_new_verit/baseline_probs_new/Subset_Boolean_Algebras.Subset_Boolean_Algebras[2814_90580]/mirabelle/mirabelle.log,unsat,,1047,18
baseline_probs_new_verit/baseline_probs_new/Prime_Distribution_Elementary.Elementary_Prime_Bounds[202_8354]/mirabelle/mirabelle.log,,,,
baseline_probs_new_verit/baseline_probs_new/Poincare_Disc.Poincare_Between[255_8987]/mirabelle/mirabelle.log,unsat,,17750,428
baseline_probs_new_verit/baseline_probs_new/VeriComp.Inf[26_829]/mirabelle/mirabelle.log,,,,
baseline_probs_new_verit/baseline_probs_new/Abortable_Linearizable_Modules.RDR[57_1372]/mirabelle/mirabelle.log,unsat,,423,33
baseline_probs_new_verit/baseline_probs_new/Polynomial_Interpolation.Missing_Polynomial[882_30962]/mirabelle/mirabelle.log,unsat,,85,2
baseline_probs_new_verit/baseline_probs_new/Subset_Boolean_Algebras.Subset_Boolean_Algebras[3139_103788]/mirabelle/mirabelle.log,unsat,,113,1
baseline_probs_new_verit/baseline_probs_new/First_Welfare_Theorem.Arrow_Debreu_Model[128_3863]/mirabelle/mirabelle.log,unsat,,310,14
baseline_probs_new_verit/baseline_probs_new/Cauchy.CauchysMeanTheorem[406_12944]/mirabelle/mirabelle.log,,,,
baseline_probs_new_verit/baseline_probs_new/Comparison_Sort_Lower_Bound.Linorder_Relations[270_10001]/mirabelle/mirabelle.log,,,,
baseline_probs_new_verit/baseline_probs_new/Abortable_Linearizable_Modules.Idempotence[538_17690]/mirabelle/mirabelle.log,,,,
baseline_probs_new_verit/baseline_probs_new/Generalized_Counting_Sort.Conservation[531_19738]/mirabelle/mirabelle.log,,,,
baseline_probs_new_verit/baseline_probs_new/Polynomial_Interpolation.Missing_Polynomial[583_20240]/mirabelle/mirabelle.log,unsat,,129,32
baseline_probs_new_verit/baseline_probs_new/Multi_Party_Computation.Cyclic_Group_Ext[105_4335]/mirabelle/mirabelle.log,unsat,,327,10
baseline_probs_new_verit/baseline_probs_new/Jordan_Hoelder.SubgroupsAndNormalSubgroups[424_17103]/mirabelle/mirabelle.log,unsat,,86,1
baseline_probs_new_verit/baseline_probs_new/Triangle.Angles[38_1067]/mirabelle/mirabelle.log,,,,
baseline_probs_new_verit/baseline_probs_new/Bertrands_Postulate.Bertrand[1553_62301]/mirabelle/mirabelle.log,,,,
baseline_probs_new_verit/baseline_probs_new/CoSMed.Safety_Properties[180_6946]/mirabelle/mirabelle.log,,,,
baseline_probs_new_verit/baseline_probs_new/Dominance_CHK.Dom_Kildall_Property[252_9337]/mirabelle/mirabelle.log,unsat,,115,310
baseline_probs_new_verit/baseline_probs_new/Locally-Nameless-Sigma.Environments[445_14279]/mirabelle/mirabelle.log,unsat,,147,7
baseline_probs_new_verit/baseline_probs_new/Irrationality_J_Hancl.Irrationality_J_Hancl[841_36590]/mirabelle/mirabelle.log,unsat,,85,1
baseline_probs_new_verit/baseline_probs_new/CoSMed.Post_Value_Setup[288_9000]/mirabelle/mirabelle.log,,,,
baseline_probs_new_verit/baseline_probs_new/Bertrands_Postulate.Bertrand[1561_62741]/mirabelle/mirabelle.log,unsat,,77,1
baseline_probs_new_verit/baseline_probs_new/Probabilistic_Noninterference.Compositionality[426_13135]/mirabelle/mirabelle.log,,,,
baseline_probs_new_verit/baseline_probs_new/Poincare_Disc.Poincare_Tarski[237_8374]/mirabelle/mirabelle.log,,,,
baseline_probs_new_verit/baseline_probs_new/IsaGeoCoq.Tarski_Neutral[4590_136710]/mirabelle/mirabelle.log,unsat,,23016,35
baseline_probs_new_verit/baseline_probs_new/Noninterference_CSP.ClassicalNoninterference[737_29731]/mirabelle/mirabelle.log,unsat,,157,4
baseline_probs_new_verit/baseline_probs_new/Pell.Pell[65_2145]/mirabelle/mirabelle.log,unsat,,117,18
baseline_probs_new_verit/baseline_probs_new/Generalized_Counting_Sort.Conservation[1677_65289]/mirabelle/mirabelle.log,,,,
baseline_probs_new_verit/baseline_probs_new/Bertrands_Postulate.Bertrand[384_15140]/mirabelle/mirabelle.log,unsat,,337,81
baseline_probs_new_verit/baseline_probs_new/Finger-Trees.FingerTree[440_16315]/mirabelle/mirabelle.log,unsat,,1265,15
baseline_probs_new_verit/baseline_probs_new/Jordan_Hoelder.CompositionSeries[839_42906]/mirabelle/mirabelle.log,,,,
baseline_probs_new_verit/baseline_probs_new/Ergodic_Theory.Kingman[1940_99273]/mirabelle/mirabelle.log,,,,
baseline_probs_new_verit/baseline_probs_new/Comparison_Sort_Lower_Bound.Linorder_Relations[137_4647]/mirabelle/mirabelle.log,,,,
baseline_probs_new_verit/baseline_probs_new/Localization_Ring.Localization[563_27587]/mirabelle/mirabelle.log,,,,
baseline_probs_new_verit/baseline_probs_new/List_Interleaving.ListInterleaving[161_7308]/mirabelle/mirabelle.log,unsat,,210,6
baseline_probs_new_verit/baseline_probs_new/Abstract_Completeness.Abstract_Completeness[369_15117]/mirabelle/mirabelle.log,unsat,,262,7
baseline_probs_new_verit/baseline_probs_new/Poincare_Disc.Poincare_Tarski[494_17990]/mirabelle/mirabelle.log,,,,
baseline_probs_new_verit/baseline_probs_new/Bounded_Deducibility_Security.Filtermap[128_4597]/mirabelle/mirabelle.log,unsat,,215,17
baseline_probs_new_verit/baseline_probs_new/IsaGeoCoq.Tarski_Neutral[11178_358410]/mirabelle/mirabelle.log,,,0,
baseline_probs_new_verit/baseline_probs_new/Cauchy.CauchysMeanTheorem[820_26379]/mirabelle/mirabelle.log,unsat,,166,39
