benchmark,result,holes,solve,check
supported_coq/supported/QF_UFIDL/pete2/f10bidw.smt2/output.log,unknown,,,
supported_coq/supported/QF_UFIDL/pete2/f10nidw.smt2/output.log,unknown,,,
supported_coq/supported/QF_UFIDL/pete2/g8n.smt2/output.log,error,,847,86
supported_coq/supported/QF_UFIDL/pete2/c10ni_i.smt2/output.log,error,,6059,93
supported_coq/supported/QF_UFIDL/pete2/c7idw.smt2/output.log,error,,807,90
supported_coq/supported/QF_UFIDL/pete2/f10.smt2/output.log,unknown,,,
supported_coq/supported/QF_UFIDL/pete2/c10nid_i.smt2/output.log,error,,6445,93
supported_coq/supported/QF_UFIDL/pete2/c8bidw.smt2/output.log,error,,4922,90
supported_coq/supported/QF_UFIDL/pete2/c7bidw.smt2/output.log,error,,3063,86
supported_coq/supported/QF_UFIDL/pete2/c8b_s.smt2/output.log,error,,5,97
supported_coq/supported/QF_UFIDL/pete2/c10bi_i.smt2/output.log,error,,9130,86
supported_coq/supported/QF_UFIDL/pete2/c7nidw.smt2/output.log,error,,3315,88
supported_coq/supported/QF_UFIDL/pete2/c6bid_s.smt2/output.log,error,,28,89
supported_coq/supported/QF_UFIDL/pete2/g6bid.smt2/output.log,error,,364,97
supported_coq/supported/QF_UFIDL/pete2/c8nidw.smt2/output.log,error,,4075,95
supported_coq/supported/QF_UFIDL/pete2/c6n_s.smt2/output.log,error,,54,91
supported_coq/supported/QF_UFIDL/pete2/f10bid.smt2/output.log,unknown,,,
supported_coq/supported/QF_UFIDL/pete2/c10idw_i.smt2/output.log,error,,1989,96
supported_coq/supported/QF_UFIDL/pete2/c8bidw_i.smt2/output.log,error,,5164,87
supported_coq/supported/QF_UFIDL/pete2/c10id_s.smt2/output.log,error,,60,100
supported_coq/supported/QF_UFIDL/pete2/g9b.smt2/output.log,error,,4937,94
supported_coq/supported/QF_UFIDL/pete2/g9idw.smt2/output.log,unknown,,,
supported_coq/supported/QF_UFIDL/pete2/g10bid.smt2/output.log,unknown,,,
supported_coq/supported/QF_UFIDL/pete2/c6i_i.smt2/output.log,error,,247,94
supported_coq/supported/QF_UFIDL/pete2/f7.smt2/output.log,error,,787,87
supported_coq/supported/QF_UFIDL/pete2/c7b.smt2/output.log,error,,3946,5842
supported_coq/supported/QF_UFIDL/pete2/c7b_i.smt2/output.log,error,,412,94
supported_coq/supported/QF_UFIDL/pete2/c8_i.smt2/output.log,error,,105,84
supported_coq/supported/QF_UFIDL/pete2/c6nidw_i.smt2/output.log,error,,3387,89
supported_coq/supported/QF_UFIDL/pete2/c8idw_i.smt2/output.log,error,,1348,99
supported_coq/supported/QF_UFIDL/pete2/f8nidw.smt2/output.log,unknown,,,
supported_coq/supported/QF_UFIDL/pete2/f6i.smt2/output.log,error,,166,96
supported_coq/supported/QF_UFIDL/pete2/f7nidw.smt2/output.log,error,,13004,98
supported_coq/supported/QF_UFIDL/pete2/c7bidw_s.smt2/output.log,error,,67,98
supported_coq/supported/QF_UFIDL/pete2/g10id.smt2/output.log,unknown,,,
supported_coq/supported/QF_UFIDL/pete2/c7n.smt2/output.log,error,,414,89
supported_coq/supported/QF_UFIDL/pete2/f10i.smt2/output.log,unknown,,,
supported_coq/supported/QF_UFIDL/pete2/f7bidw.smt2/output.log,error,,11794,95
supported_coq/supported/QF_UFIDL/pete2/f6id.smt2/output.log,error,,1153,109
supported_coq/supported/QF_UFIDL/pete2/g9n.smt2/output.log,error,,2114,92
supported_coq/supported/QF_UFIDL/pete2/f8bidw.smt2/output.log,unknown,,,
supported_coq/supported/QF_UFIDL/pete2/g7nidw.smt2/output.log,error,,5266,4265
supported_coq/supported/QF_UFIDL/pete2/g8nidw.smt2/output.log,error,,21132,96
supported_coq/supported/QF_UFIDL/pete2/c9idw_i.smt2/output.log,error,,1233,94
supported_coq/supported/QF_UFIDL/pete2/c8.smt2/output.log,error,,98,104
supported_coq/supported/QF_UFIDL/pete2/c6ni_i.smt2/output.log,error,,1720,86
supported_coq/supported/QF_UFIDL/pete2/g8bidw.smt2/output.log,error,,15179,239
supported_coq/supported/QF_UFIDL/pete2/c10nidw_i.smt2/output.log,error,,5470,93
supported_coq/supported/QF_UFIDL/pete2/g7bidw.smt2/output.log,error,,3079,89
supported_coq/supported/QF_UFIDL/pete2/c9nidw_s.smt2/output.log,error,,331,95
supported_coq/supported/QF_UFIDL/pete2/f8idw.smt2/output.log,unknown,,,
supported_coq/supported/QF_UFIDL/pete2/c10b_s.smt2/output.log,error,,670,6593
supported_coq/supported/QF_UFIDL/pete2/c6bi_i.smt2/output.log,error,,1639,88
supported_coq/supported/QF_UFIDL/pete2/c7_i.smt2/output.log,error,,99,91
supported_coq/supported/QF_UFIDL/pete2/c6id_s.smt2/output.log,error,,29,102
supported_coq/supported/QF_UFIDL/pete2/g8b.smt2/output.log,error,,577,86
supported_coq/supported/QF_UFIDL/pete2/c10bid.smt2/output.log,error,,6005,94
supported_coq/supported/QF_UFIDL/pete2/c6b.smt2/output.log,error,,420,112
supported_coq/supported/QF_UFIDL/pete2/g7.smt2/output.log,error,,226,86
supported_coq/supported/QF_UFIDL/pete2/g9.smt2/output.log,error,,2488,93
supported_coq/supported/QF_UFIDL/pete2/c6b_s.smt2/output.log,error,,6,83
supported_coq/supported/QF_UFIDL/pete2/c8nidw_s.smt2/output.log,error,,181,90
supported_coq/supported/QF_UFIDL/pete2/f10ni.smt2/output.log,unknown,,,
supported_coq/supported/QF_UFIDL/pete2/f9b.smt2/output.log,unknown,,,
supported_coq/supported/QF_UFIDL/pete2/f10nid.smt2/output.log,unknown,,,
supported_coq/supported/QF_UFIDL/pete2/c9idw.smt2/output.log,error,,1893,100
supported_coq/supported/QF_UFIDL/pete2/c9_i.smt2/output.log,error,,740,98
supported_coq/supported/QF_UFIDL/pete2/c10b.smt2/output.log,error,,1362,87
supported_coq/supported/QF_UFIDL/pete2/g10nid.smt2/output.log,unknown,,,
supported_coq/supported/QF_UFIDL/pete2/g10b.smt2/output.log,unknown,,,
supported_coq/supported/QF_UFIDL/pete2/f10bi.smt2/output.log,unknown,,,
supported_coq/supported/QF_UFIDL/pete2/c7n_i.smt2/output.log,error,,382,87
supported_coq/supported/QF_UFIDL/pete2/c6bidw_s.smt2/output.log,error,,34,94
supported_coq/supported/QF_UFIDL/pete2/c9b_i.smt2/output.log,error,,918,96
supported_coq/supported/QF_UFIDL/pete2/c6bid.smt2/output.log,error,,2083,88
supported_coq/supported/QF_UFIDL/pete2/g10.smt2/output.log,error,,14619,86
supported_coq/supported/QF_UFIDL/pete2/c6.smt2/output.log,error,,86,83
supported_coq/supported/QF_UFIDL/pete2/g7idw.smt2/output.log,error,,2603,90
supported_coq/supported/QF_UFIDL/pete2/c8n_s.smt2/output.log,error,,11,89
supported_coq/supported/QF_UFIDL/pete2/f8n.smt2/output.log,error,,48927,114
supported_coq/supported/QF_UFIDL/pete2/g6nid.smt2/output.log,error,,412,87
supported_coq/supported/QF_UFIDL/pete2/f8b.smt2/output.log,error,,51421,94
supported_coq/supported/QF_UFIDL/pete2/c6idw_s.smt2/output.log,error,,33,100
supported_coq/supported/QF_UFIDL/pete2/f9.smt2/output.log,unknown,,,
supported_coq/supported/QF_UFIDL/pete2/f6idw.smt2/output.log,error,,2292,88
supported_coq/supported/QF_UFIDL/pete2/c7idw_s.smt2/output.log,error,,491,96
supported_coq/supported/QF_UFIDL/pete2/c6_i.smt2/output.log,error,,65,84
supported_coq/supported/QF_UFIDL/pete2/g10nidw.smt2/output.log,unknown,,,
supported_coq/supported/QF_UFIDL/pete2/c10nid.smt2/output.log,error,,6568,97
supported_coq/supported/QF_UFIDL/pete2/g10bidw.smt2/output.log,unknown,,,
supported_coq/supported/QF_UFIDL/pete2/c10_s.smt2/output.log,error,,7,83
supported_coq/supported/QF_UFIDL/pete2/g6ni.smt2/output.log,error,,48,85
supported_coq/supported/QF_UFIDL/pete2/c6ni.smt2/output.log,error,,1714,85
supported_coq/supported/QF_UFIDL/pete2/c7nidw_i.smt2/output.log,error,,3382,89
supported_coq/supported/QF_UFIDL/pete2/c10n.smt2/output.log,error,,760,89
supported_coq/supported/QF_UFIDL/pete2/c10i_i.smt2/output.log,error,,1209,90
supported_coq/supported/QF_UFIDL/pete2/g10n.smt2/output.log,unknown,,,
supported_coq/supported/QF_UFIDL/pete2/g6i.smt2/output.log,error,,60,96
supported_coq/supported/QF_UFIDL/pete2/c6nid_s.smt2/output.log,error,,50,96
supported_coq/supported/QF_UFIDL/pete2/c6bi.smt2/output.log,error,,1071,85
supported_coq/supported/QF_UFIDL/pete2/c10id.smt2/output.log,error,,2468,111
supported_coq/supported/QF_UFIDL/pete2/c10bid_i.smt2/output.log,error,,6738,92
supported_coq/supported/QF_UFIDL/pete2/c10bidw_s.smt2/output.log,error,,52,93
supported_coq/supported/QF_UFIDL/pete2/c10n_s.smt2/output.log,error,,13,85
supported_coq/supported/QF_UFIDL/pete2/g6bi.smt2/output.log,error,,89,110
supported_coq/supported/QF_UFIDL/pete2/f9n.smt2/output.log,unknown,,,
supported_coq/supported/QF_UFIDL/pete2/c9bidw_i.smt2/output.log,error,,7099,90
supported_coq/supported/QF_UFIDL/pete2/c10idw.smt2/output.log,error,,2663,93
supported_coq/supported/QF_UFIDL/pete2/f8.smt2/output.log,error,,46109,92
supported_coq/supported/QF_UFIDL/pete2/f7idw.smt2/output.log,error,,14057,101
supported_coq/supported/QF_UFIDL/pete2/f7b.smt2/output.log,error,,1495,92
supported_coq/supported/QF_UFIDL/pete2/c7_s.smt2/output.log,error,,5,85
supported_coq/supported/QF_UFIDL/pete2/f6nid.smt2/output.log,error,,970,93
supported_coq/supported/QF_UFIDL/pete2/c6id_i.smt2/output.log,error,,578,90
supported_coq/supported/QF_UFIDL/pete2/c9idw_s.smt2/output.log,error,,65,95
supported_coq/supported/QF_UFIDL/pete2/g10ni.smt2/output.log,error,,23211,96
supported_coq/supported/QF_UFIDL/pete2/f10n.smt2/output.log,unknown,,,
supported_coq/supported/QF_UFIDL/pete2/c6ni_s.smt2/output.log,error,,46,89
supported_coq/supported/QF_UFIDL/pete2/c9nidw_i.smt2/output.log,error,,5594,92
supported_coq/supported/QF_UFIDL/pete2/f6ni.smt2/output.log,error,,140,84
supported_coq/supported/QF_UFIDL/pete2/c10nidw_s.smt2/output.log,error,,329,93
supported_coq/supported/QF_UFIDL/pete2/c6bi_s.smt2/output.log,error,,36,83
supported_coq/supported/QF_UFIDL/pete2/f6n.smt2/output.log,error,,134,88
supported_coq/supported/QF_UFIDL/pete2/c10b_i.smt2/output.log,error,,655,90
supported_coq/supported/QF_UFIDL/pete2/c7bidw_i.smt2/output.log,error,,3073,94
supported_coq/supported/QF_UFIDL/pete2/c8idw_s.smt2/output.log,error,,36,89
supported_coq/supported/QF_UFIDL/pete2/f6bi.smt2/output.log,error,,181,87
supported_coq/supported/QF_UFIDL/pete2/c10.smt2/output.log,error,,110,87
supported_coq/supported/QF_UFIDL/pete2/g10bi.smt2/output.log,error,,19995,105
supported_coq/supported/QF_UFIDL/pete2/c8idw.smt2/output.log,error,,4036,6196
supported_coq/supported/QF_UFIDL/pete2/g8.smt2/output.log,error,,909,92
supported_coq/supported/QF_UFIDL/pete2/c6i_s.smt2/output.log,error,,16,89
supported_coq/supported/QF_UFIDL/pete2/g10idw.smt2/output.log,unknown,,,
supported_coq/supported/QF_UFIDL/pete2/c7b_s.smt2/output.log,error,,5,82
supported_coq/supported/QF_UFIDL/pete2/c6nidw_s.smt2/output.log,error,,416,612
supported_coq/supported/QF_UFIDL/pete2/c8_s.smt2/output.log,error,,14,81
supported_coq/supported/QF_UFIDL/pete2/c6n_i.smt2/output.log,error,,390,83
supported_coq/supported/QF_UFIDL/pete2/c10idw_s.smt2/output.log,error,,73,91
supported_coq/supported/QF_UFIDL/pete2/c8bidw_s.smt2/output.log,error,,78,96
supported_coq/supported/QF_UFIDL/pete2/f6b.smt2/output.log,error,,144,83
supported_coq/supported/QF_UFIDL/pete2/c10id_i.smt2/output.log,error,,1591,94
supported_coq/supported/QF_UFIDL/pete2/f10idw.smt2/output.log,unknown,,,
supported_coq/supported/QF_UFIDL/pete2/f10b.smt2/output.log,unknown,,,
supported_coq/supported/QF_UFIDL/pete2/g6idw.smt2/output.log,error,,541,87
supported_coq/supported/QF_UFIDL/pete2/c10nid_s.smt2/output.log,error,,363,88
supported_coq/supported/QF_UFIDL/pete2/c10ni_s.smt2/output.log,error,,265,89
supported_coq/supported/QF_UFIDL/pete2/f7n.smt2/output.log,error,,1262,87
supported_coq/supported/QF_UFIDL/pete2/c10bi_s.smt2/output.log,error,,178,89
supported_coq/supported/QF_UFIDL/pete2/c8b_i.smt2/output.log,error,,408,83
supported_coq/supported/QF_UFIDL/pete2/c6i.smt2/output.log,error,,397,89
supported_coq/supported/QF_UFIDL/pete2/c7.smt2/output.log,error,,78,109
supported_coq/supported/QF_UFIDL/pete2/c6bid_i.smt2/output.log,error,,1495,87
supported_coq/supported/QF_UFIDL/pete2/c9n_s.smt2/output.log,error,,7,89
supported_coq/supported/QF_UFIDL/RDS/set_union5.smt2/output.log,error,,98,95
supported_coq/supported/QF_UFIDL/RDS/reverse_acyclic6.smt2/output.log,error,,50,90
supported_coq/supported/QF_UFIDL/RDS/simple_cyclic4.smt2/output.log,error,,16,89
supported_coq/supported/QF_UFIDL/RDS/sorted_list_insert_noalloc9.smt2/output.log,error,,3554,154
supported_coq/supported/QF_UFIDL/20210312-Bouvier/vlsat3_f27.smt2/output.log,unknown,,,
