benchmark,result,holes,solve,load,reconstruct,kernel
/home/user/artifact/output/all/cvc5+leansmt+compiler/seventeen/baseline_probs/SMT2/Finger-Trees/0000_FingerTree/prob_00275_010527__12157912.smt_in.stdout,,,,,,
/home/user/artifact/output/all/cvc5+leansmt+compiler/seventeen/baseline_probs/SMT2/Finger-Trees/0000_FingerTree/prob_01485_052536__26025190.smt_in.stdout,,,,,,
/home/user/artifact/output/all/cvc5+leansmt+compiler/seventeen/baseline_probs/SMT2/Finger-Trees/0000_FingerTree/prob_01242_044800__23428022.smt_in.stdout,unsat,,74,67,85,176
/home/user/artifact/output/all/cvc5+leansmt+compiler/seventeen/baseline_probs/SMT2/Finger-Trees/0000_FingerTree/prob_01736_063111__29568534.smt_in.stdout,,,,,,
/home/user/artifact/output/all/cvc5+leansmt+compiler/seventeen/baseline_probs/SMT2/Finger-Trees/0000_FingerTree/prob_01544_055331__27135864.smt_in.stdout,unsat,,282,67,126,323
/home/user/artifact/output/all/cvc5+leansmt+compiler/seventeen/baseline_probs/SMT2/Finger-Trees/0000_FingerTree/prob_00664_023642__17532306.smt_in.stdout,,,,,,
/home/user/artifact/output/all/cvc5+leansmt+compiler/seventeen/baseline_probs/SMT2/Finger-Trees/0000_FingerTree/prob_00479_017653__13792134.smt_in.stdout,unsat,,89,75,98,185
/home/user/artifact/output/all/cvc5+leansmt+compiler/seventeen/baseline_probs/SMT2/Finger-Trees/0000_FingerTree/prob_01903_069879__30914242.smt_in.stdout,unsat,,191,67,170,298
/home/user/artifact/output/all/cvc5+leansmt+compiler/seventeen/baseline_probs/SMT2/Finger-Trees/0000_FingerTree/prob_00783_027934__19070662.smt_in.stdout,,,,,,
/home/user/artifact/output/all/cvc5+leansmt+compiler/seventeen/baseline_probs/SMT2/Finger-Trees/0000_FingerTree/prob_01498_053148__26292790.smt_in.stdout,unsat,,79,67,92,172
/home/user/artifact/output/all/cvc5+leansmt+compiler/seventeen/baseline_probs/SMT2/Finger-Trees/0000_FingerTree/prob_00608_021768__16364296.smt_in.stdout,,,,,,
/home/user/artifact/output/all/cvc5+leansmt+compiler/seventeen/baseline_probs/SMT2/Finger-Trees/0000_FingerTree/prob_01705_061616__29168664.smt_in.stdout,unsat,,128,65,103,164
/home/user/artifact/output/all/cvc5+leansmt+compiler/seventeen/baseline_probs/SMT2/Finger-Trees/0000_FingerTree/prob_01760_064308__29810680.smt_in.stdout,unsat,,76,76,86,159
/home/user/artifact/output/all/cvc5+leansmt+compiler/seventeen/baseline_probs/SMT2/Finger-Trees/0000_FingerTree/prob_00911_032473__20196288.smt_in.stdout,unsat,,734,67,180,371
/home/user/artifact/output/all/cvc5+leansmt+compiler/seventeen/baseline_probs/SMT2/Finger-Trees/0000_FingerTree/prob_00516_018752__14687946.smt_in.stdout,unsat,,125,64,101,149
/home/user/artifact/output/all/cvc5+leansmt+compiler/seventeen/baseline_probs/SMT2/Finger-Trees/0000_FingerTree/prob_00904_032239__19975258.smt_in.stdout,,,,,,
/home/user/artifact/output/all/cvc5+leansmt+compiler/seventeen/baseline_probs/SMT2/Finger-Trees/0000_FingerTree/prob_01152_041254__22415310.smt_in.stdout,unsat,,103,63,83,178
/home/user/artifact/output/all/cvc5+leansmt+compiler/seventeen/baseline_probs/SMT2/Finger-Trees/0000_FingerTree/prob_01415_050459__25214534.smt_in.stdout,,,,,,
/home/user/artifact/output/all/cvc5+leansmt+compiler/seventeen/baseline_probs/SMT2/Finger-Trees/0000_FingerTree/prob_00816_029031__19516656.smt_in.stdout,unsat,,126,64,101,183
/home/user/artifact/output/all/cvc5+leansmt+compiler/seventeen/baseline_probs/SMT2/Finger-Trees/0000_FingerTree/prob_00461_016865__13577580.smt_in.stdout,,,,,,
/home/user/artifact/output/all/cvc5+leansmt+compiler/seventeen/baseline_probs/SMT2/Finger-Trees/0000_FingerTree/prob_01803_066308__30232550.smt_in.stdout,unsat,,68,67,67,120
/home/user/artifact/output/all/cvc5+leansmt+compiler/seventeen/baseline_probs/SMT2/Finger-Trees/0000_FingerTree/prob_01857_068361__30471582.smt_in.stdout,unsat,,78,65,90,133
/home/user/artifact/output/all/cvc5+leansmt+compiler/seventeen/baseline_probs/SMT2/Finger-Trees/0000_FingerTree/prob_00656_023305__17398056.smt_in.stdout,,,,,,
/home/user/artifact/output/all/cvc5+leansmt+compiler/seventeen/baseline_probs/SMT2/Finger-Trees/0000_FingerTree/prob_01135_040457__22242280.smt_in.stdout,unsat,,71,65,75,143
/home/user/artifact/output/all/cvc5+leansmt+compiler/seventeen/baseline_probs/SMT2/Finger-Trees/0000_FingerTree/prob_01425_050747__25514494.smt_in.stdout,unsat,,939,68,127,242
/home/user/artifact/output/all/cvc5+leansmt+compiler/seventeen/baseline_probs/SMT2/Finger-Trees/0000_FingerTree/prob_00263_010096__11976224.smt_in.stdout,,,,,,
/home/user/artifact/output/all/cvc5+leansmt+compiler/seventeen/baseline_probs/SMT2/Finger-Trees/0000_FingerTree/prob_00800_028489__19324212.smt_in.stdout,unsat,,122,64,97,183
/home/user/artifact/output/all/cvc5+leansmt+compiler/seventeen/baseline_probs/SMT2/Finger-Trees/0000_FingerTree/prob_01683_060584__28757876.smt_in.stdout,unsat,,319,66,97,291
/home/user/artifact/output/all/cvc5+leansmt+compiler/seventeen/baseline_probs/SMT2/Abstract_Completeness/0004_Propositional_Logic/prob_00017_000398__24410960.smt_in.stdout,,,,,,
/home/user/artifact/output/all/cvc5+leansmt+compiler/seventeen/baseline_probs/SMT2/Abstract_Completeness/0004_Propositional_Logic/prob_00077_002832__25501636.smt_in.stdout,unsat,,793,222,86,175
/home/user/artifact/output/all/cvc5+leansmt+compiler/seventeen/baseline_probs/SMT2/Abstract_Completeness/0004_Propositional_Logic/prob_00054_001876__24842074.smt_in.stdout,,,,,,
/home/user/artifact/output/all/cvc5+leansmt+compiler/seventeen/baseline_probs/SMT2/Abstract_Completeness/0004_Propositional_Logic/prob_00127_004713__25901716.smt_in.stdout,unsat,,107,66,80,176
/home/user/artifact/output/all/cvc5+leansmt+compiler/seventeen/baseline_probs/SMT2/Abstract_Completeness/0004_Propositional_Logic/prob_00021_000569__24497666.smt_in.stdout,,,,,,
/home/user/artifact/output/all/cvc5+leansmt+compiler/seventeen/baseline_probs/SMT2/Abstract_Completeness/0004_Propositional_Logic/prob_00058_002112__24935192.smt_in.stdout,,,,,,
/home/user/artifact/output/all/cvc5+leansmt+compiler/seventeen/baseline_probs/SMT2/Abstract_Completeness/0004_Propositional_Logic/prob_00072_002649__25231078.smt_in.stdout,,,,,,
/home/user/artifact/output/all/cvc5+leansmt+compiler/seventeen/baseline_probs/SMT2/Abstract_Completeness/0004_Propositional_Logic/prob_00040_001258__24577602.smt_in.stdout,,,,,,
/home/user/artifact/output/all/cvc5+leansmt+compiler/seventeen/baseline_probs/SMT2/Abstract_Completeness/0004_Propositional_Logic/prob_00075_002722__25344356.smt_in.stdout,,,,,,
/home/user/artifact/output/all/cvc5+leansmt+compiler/seventeen/baseline_probs/SMT2/Abstract_Completeness/0004_Propositional_Logic/prob_00047_001507__24757520.smt_in.stdout,,,,,,
/home/user/artifact/output/all/cvc5+leansmt+compiler/seventeen/baseline_probs/SMT2/Abstract_Completeness/0004_Propositional_Logic/prob_00060_002183__25029396.smt_in.stdout,,,,,,
/home/user/artifact/output/all/cvc5+leansmt+compiler/seventeen/baseline_probs/SMT2/Abstract_Completeness/0004_Propositional_Logic/prob_00066_002431__25121402.smt_in.stdout,,,,,,
/home/user/artifact/output/all/cvc5+leansmt+compiler/seventeen/baseline_probs/SMT2/Abstract_Completeness/0004_Propositional_Logic/prob_00081_003022__25626186.smt_in.stdout,,,,,,
/home/user/artifact/output/all/cvc5+leansmt+compiler/seventeen/baseline_probs/SMT2/Abstract_Completeness/0004_Propositional_Logic/prob_00096_003519__25776382.smt_in.stdout,,,,,,
/home/user/artifact/output/all/cvc5+leansmt+compiler/seventeen/baseline_probs/SMT2/Abstract_Completeness/0004_Propositional_Logic/prob_00044_001405__24679068.smt_in.stdout,,,,,,
/home/user/artifact/output/all/cvc5+leansmt+compiler/seventeen/baseline_probs/SMT2/Abstract_Completeness/0003_Abstract_Completeness/prob_00401_015785__24145336.smt_in.stdout,,,,,,
/home/user/artifact/output/all/cvc5+leansmt+compiler/seventeen/baseline_probs/SMT2/Abstract_Completeness/0003_Abstract_Completeness/prob_00171_006141__14324764.smt_in.stdout,,,,,,
/home/user/artifact/output/all/cvc5+leansmt+compiler/seventeen/baseline_probs/SMT2/Abstract_Completeness/0003_Abstract_Completeness/prob_00404_015901__24277906.smt_in.stdout,unsat,,6528,220,125,286
/home/user/artifact/output/all/cvc5+leansmt+compiler/seventeen/baseline_probs/SMT2/Abstract_Completeness/0003_Abstract_Completeness/prob_00054_001624__11877456.smt_in.stdout,,,,,,
/home/user/artifact/output/all/cvc5+leansmt+compiler/seventeen/baseline_probs/SMT2/Abstract_Completeness/0003_Abstract_Completeness/prob_00235_009289__18196944.smt_in.stdout,,,,,,
/home/user/artifact/output/all/cvc5+leansmt+compiler/seventeen/baseline_probs/SMT2/Abstract_Completeness/0003_Abstract_Completeness/prob_00364_014821__23325504.smt_in.stdout,unsat,,125,68,122,189
/home/user/artifact/output/all/cvc5+leansmt+compiler/seventeen/baseline_probs/SMT2/Abstract_Completeness/0003_Abstract_Completeness/prob_00355_014515__23024228.smt_in.stdout,unsat,,43,67,77,135
/home/user/artifact/output/all/cvc5+leansmt+compiler/seventeen/baseline_probs/SMT2/Abstract_Completeness/0003_Abstract_Completeness/prob_00151_005271__13826664.smt_in.stdout,unsat,,128,220,127,186
/home/user/artifact/output/all/cvc5+leansmt+compiler/seventeen/baseline_probs/SMT2/Abstract_Completeness/0003_Abstract_Completeness/prob_00344_014078__22694998.smt_in.stdout,unsat,,8452,70,162,368
/home/user/artifact/output/all/cvc5+leansmt+compiler/seventeen/baseline_probs/SMT2/Abstract_Completeness/0003_Abstract_Completeness/prob_00200_007393__15777608.smt_in.stdout,,,,,,
/home/user/artifact/output/all/cvc5+leansmt+compiler/seventeen/baseline_probs/SMT2/Abstract_Completeness/0003_Abstract_Completeness/prob_00252_009920__18905222.smt_in.stdout,unsat,,133,64,107,198
/home/user/artifact/output/all/cvc5+leansmt+compiler/seventeen/baseline_probs/SMT2/Abstract_Completeness/0003_Abstract_Completeness/prob_00237_009398__18368412.smt_in.stdout,unsat,,140,323,210,266
/home/user/artifact/output/all/cvc5+leansmt+compiler/seventeen/baseline_probs/SMT2/Abstract_Completeness/0003_Abstract_Completeness/prob_00205_007728__16158128.smt_in.stdout,unsat,,137,227,111,233
/home/user/artifact/output/all/cvc5+leansmt+compiler/seventeen/baseline_probs/SMT2/Abstract_Completeness/0003_Abstract_Completeness/prob_00131_004579__13642798.smt_in.stdout,,,,,,
/home/user/artifact/output/all/cvc5+leansmt+compiler/seventeen/baseline_probs/SMT2/Abstract_Completeness/0003_Abstract_Completeness/prob_00260_010349__19300418.smt_in.stdout,unsat,,151,68,72,188
/home/user/artifact/output/all/cvc5+leansmt+compiler/seventeen/baseline_probs/SMT2/Abstract_Completeness/0003_Abstract_Completeness/prob_00232_009122__17833108.smt_in.stdout,unsat,,139,225,120,171
/home/user/artifact/output/all/cvc5+leansmt+compiler/seventeen/baseline_probs/SMT2/Abstract_Completeness/0003_Abstract_Completeness/prob_00283_011539__20066396.smt_in.stdout,,,,,,
/home/user/artifact/output/all/cvc5+leansmt+compiler/seventeen/baseline_probs/SMT2/Abstract_Completeness/0003_Abstract_Completeness/prob_00126_004350__13546390.smt_in.stdout,,,,,,
/home/user/artifact/output/all/cvc5+leansmt+compiler/seventeen/baseline_probs/SMT2/Abstract_Completeness/0003_Abstract_Completeness/prob_00317_013043__21670440.smt_in.stdout,unsat,,130,73,117,212
/home/user/artifact/output/all/cvc5+leansmt+compiler/seventeen/baseline_probs/SMT2/Abstract_Completeness/0003_Abstract_Completeness/prob_00085_002792__12119984.smt_in.stdout,,,,,,
/home/user/artifact/output/all/cvc5+leansmt+compiler/seventeen/baseline_probs/SMT2/Abstract_Completeness/0003_Abstract_Completeness/prob_00288_011758__20403784.smt_in.stdout,unsat,,224,67,120,192
/home/user/artifact/output/all/cvc5+leansmt+compiler/seventeen/baseline_probs/SMT2/Abstract_Completeness/0003_Abstract_Completeness/prob_00224_008774__17465408.smt_in.stdout,,,,,,
/home/user/artifact/output/all/cvc5+leansmt+compiler/seventeen/baseline_probs/SMT2/Abstract_Completeness/0003_Abstract_Completeness/prob_00296_012301__21166890.smt_in.stdout,unsat,,164,66,124,252
/home/user/artifact/output/all/cvc5+leansmt+compiler/seventeen/baseline_probs/SMT2/Abstract_Completeness/0003_Abstract_Completeness/prob_00371_015145__23999016.smt_in.stdout,unsat,,48,212,86,156
/home/user/artifact/output/all/cvc5+leansmt+compiler/seventeen/baseline_probs/SMT2/Abstract_Completeness/0003_Abstract_Completeness/prob_00268_010901__19654668.smt_in.stdout,unsat,,44,66,46,100
/home/user/artifact/output/all/cvc5+leansmt+compiler/seventeen/baseline_probs/SMT2/Abstract_Completeness/0003_Abstract_Completeness/prob_00342_013905__22518538.smt_in.stdout,,,,,,
/home/user/artifact/output/all/cvc5+leansmt+compiler/seventeen/baseline_probs/SMT2/Abstract_Completeness/0003_Abstract_Completeness/prob_00125_004286__13468064.smt_in.stdout,,,,,,
/home/user/artifact/output/all/cvc5+leansmt+compiler/seventeen/baseline_probs/SMT2/Abstract_Completeness/0003_Abstract_Completeness/prob_00276_011137__19739952.smt_in.stdout,,,,,,
/home/user/artifact/output/all/cvc5+leansmt+compiler/seventeen/baseline_probs/SMT2/Abstract_Completeness/0003_Abstract_Completeness/prob_00116_003896__13145798.smt_in.stdout,,,,,,
/home/user/artifact/output/all/cvc5+leansmt+compiler/seventeen/baseline_probs/SMT2/Abstract_Completeness/0003_Abstract_Completeness/prob_00137_004729__13730518.smt_in.stdout,,,,,,
/home/user/artifact/output/all/cvc5+leansmt+compiler/seventeen/baseline_probs/SMT2/Abstract_Completeness/0003_Abstract_Completeness/prob_00339_013737__22349324.smt_in.stdout,,,,,,
/home/user/artifact/output/all/cvc5+leansmt+compiler/seventeen/baseline_probs/SMT2/Abstract_Completeness/0003_Abstract_Completeness/prob_00097_003208__12668170.smt_in.stdout,unsat,,1450,69,79,186
