benchmark,result,holes,solve,check
/home/user/artifact/output/all/verit+sledgehammer/seventeen/baseline_probs/SMT2/Density_Compiler/0005_PDF_Compiler_Pred/prob_01098_061225__24277158.smt_in/mirabelle/mirabelle.log,unsat,,163,11
/home/user/artifact/output/all/verit+sledgehammer/seventeen/baseline_probs/SMT2/Density_Compiler/0005_PDF_Compiler_Pred/prob_00837_046646__23654752.smt_in/mirabelle/mirabelle.log,unsat,,315,38
/home/user/artifact/output/all/verit+sledgehammer/seventeen/baseline_probs/SMT2/Density_Compiler/0005_PDF_Compiler_Pred/prob_00620_034665__23183282.smt_in/mirabelle/mirabelle.log,unsat,,356,4
/home/user/artifact/output/all/verit+sledgehammer/seventeen/baseline_probs/SMT2/Density_Compiler/0005_PDF_Compiler_Pred/prob_00366_019916__22560520.smt_in/mirabelle/mirabelle.log,unsat,,98,1
/home/user/artifact/output/all/verit+sledgehammer/seventeen/baseline_probs/SMT2/Density_Compiler/0005_PDF_Compiler_Pred/prob_01161_064922__24411160.smt_in/mirabelle/mirabelle.log,,,,
/home/user/artifact/output/all/verit+sledgehammer/seventeen/baseline_probs/SMT2/Density_Compiler/0005_PDF_Compiler_Pred/prob_00964_054104__23969604.smt_in/mirabelle/mirabelle.log,,,,
/home/user/artifact/output/all/verit+sledgehammer/seventeen/baseline_probs/SMT2/Density_Compiler/0005_PDF_Compiler_Pred/prob_01415_080225__24960900.smt_in/mirabelle/mirabelle.log,,,,
/home/user/artifact/output/all/verit+sledgehammer/seventeen/baseline_probs/SMT2/Density_Compiler/0005_PDF_Compiler_Pred/prob_00224_011976__22268420.smt_in/mirabelle/mirabelle.log,,,,
/home/user/artifact/output/all/verit+sledgehammer/seventeen/baseline_probs/SMT2/Density_Compiler/0005_PDF_Compiler_Pred/prob_00280_014848__22415682.smt_in/mirabelle/mirabelle.log,,,,
/home/user/artifact/output/all/verit+sledgehammer/seventeen/baseline_probs/SMT2/Density_Compiler/0005_PDF_Compiler_Pred/prob_01333_075487__24815572.smt_in/mirabelle/mirabelle.log,,,,
/home/user/artifact/output/all/verit+sledgehammer/seventeen/baseline_probs/SMT2/Density_Compiler/0005_PDF_Compiler_Pred/prob_00896_050342__23812372.smt_in/mirabelle/mirabelle.log,unsat,,170,11
/home/user/artifact/output/all/verit+sledgehammer/seventeen/baseline_probs/SMT2/Density_Compiler/0005_PDF_Compiler_Pred/prob_00765_042390__23485082.smt_in/mirabelle/mirabelle.log,unsat,,161,3
/home/user/artifact/output/all/verit+sledgehammer/seventeen/baseline_probs/SMT2/Density_Compiler/0005_PDF_Compiler_Pred/prob_00562_031525__23004580.smt_in/mirabelle/mirabelle.log,,,,
/home/user/artifact/output/all/verit+sledgehammer/seventeen/baseline_probs/SMT2/Density_Compiler/0001_PDF_Transformations/prob_00164_007550__15972660.smt_in/mirabelle/mirabelle.log,,,,
/home/user/artifact/output/all/verit+sledgehammer/seventeen/baseline_probs/SMT2/Density_Compiler/0001_PDF_Transformations/prob_00027_000671__15771492.smt_in/mirabelle/mirabelle.log,unsat,,154,9
/home/user/artifact/output/all/verit+sledgehammer/seventeen/baseline_probs/SMT2/Density_Compiler/0001_PDF_Transformations/prob_00222_010426__16074426.smt_in/mirabelle/mirabelle.log,,,,
/home/user/artifact/output/all/verit+sledgehammer/seventeen/baseline_probs/SMT2/Density_Compiler/0001_PDF_Transformations/prob_00419_021561__16518114.smt_in/mirabelle/mirabelle.log,,,,
/home/user/artifact/output/all/verit+sledgehammer/seventeen/baseline_probs/SMT2/Density_Compiler/0001_PDF_Transformations/prob_00282_013819__16161704.smt_in/mirabelle/mirabelle.log,unsat,,130,2
/home/user/artifact/output/all/verit+sledgehammer/seventeen/baseline_probs/SMT2/Density_Compiler/0001_PDF_Transformations/prob_00083_003175__15872488.smt_in/mirabelle/mirabelle.log,,,,
/home/user/artifact/output/all/verit+sledgehammer/seventeen/baseline_probs/SMT2/Density_Compiler/0001_PDF_Transformations/prob_00378_019395__16422978.smt_in/mirabelle/mirabelle.log,,,,
/home/user/artifact/output/all/verit+sledgehammer/seventeen/baseline_probs/SMT2/Density_Compiler/0001_PDF_Transformations/prob_00325_016355__16255994.smt_in/mirabelle/mirabelle.log,,,,
/home/user/artifact/output/all/verit+sledgehammer/seventeen/baseline_probs/SMT2/Density_Compiler/0006_PDF_Target_Semantics/prob_00484_020126__25775710.smt_in/mirabelle/mirabelle.log,,,,
/home/user/artifact/output/all/verit+sledgehammer/seventeen/baseline_probs/SMT2/Density_Compiler/0006_PDF_Target_Semantics/prob_00576_024149__25880332.smt_in/mirabelle/mirabelle.log,unsat,,75,2
/home/user/artifact/output/all/verit+sledgehammer/seventeen/baseline_probs/SMT2/Density_Compiler/0006_PDF_Target_Semantics/prob_00405_016909__25685330.smt_in/mirabelle/mirabelle.log,unsat,,129,5
/home/user/artifact/output/all/verit+sledgehammer/seventeen/baseline_probs/SMT2/Density_Compiler/0006_PDF_Target_Semantics/prob_01090_048757__26580100.smt_in/mirabelle/mirabelle.log,,,,
/home/user/artifact/output/all/verit+sledgehammer/seventeen/baseline_probs/SMT2/Density_Compiler/0006_PDF_Target_Semantics/prob_00735_031570__26082288.smt_in/mirabelle/mirabelle.log,,,,
/home/user/artifact/output/all/verit+sledgehammer/seventeen/baseline_probs/SMT2/Density_Compiler/0006_PDF_Target_Semantics/prob_00221_009074__25407176.smt_in/mirabelle/mirabelle.log,unsat,,124,26
/home/user/artifact/output/all/verit+sledgehammer/seventeen/baseline_probs/SMT2/Density_Compiler/0006_PDF_Target_Semantics/prob_00807_035693__26237620.smt_in/mirabelle/mirabelle.log,,,,
/home/user/artifact/output/all/verit+sledgehammer/seventeen/baseline_probs/SMT2/Density_Compiler/0006_PDF_Target_Semantics/prob_00109_004054__25283514.smt_in/mirabelle/mirabelle.log,,,,
/home/user/artifact/output/all/verit+sledgehammer/seventeen/baseline_probs/SMT2/Density_Compiler/0006_PDF_Target_Semantics/prob_01221_055765__26812360.smt_in/mirabelle/mirabelle.log,,,,
/home/user/artifact/output/all/verit+sledgehammer/seventeen/baseline_probs/SMT2/Density_Compiler/0006_PDF_Target_Semantics/prob_01019_045309__26479022.smt_in/mirabelle/mirabelle.log,,,,
/home/user/artifact/output/all/verit+sledgehammer/seventeen/baseline_probs/SMT2/Density_Compiler/0006_PDF_Target_Semantics/prob_01154_052084__26703506.smt_in/mirabelle/mirabelle.log,,,,
/home/user/artifact/output/all/verit+sledgehammer/seventeen/baseline_probs/SMT2/Density_Compiler/0006_PDF_Target_Semantics/prob_00324_013289__25532746.smt_in/mirabelle/mirabelle.log,,,,
/home/user/artifact/output/all/verit+sledgehammer/seventeen/baseline_probs/SMT2/Density_Compiler/0006_PDF_Target_Semantics/prob_00651_027729__25983392.smt_in/mirabelle/mirabelle.log,,,,
/home/user/artifact/output/all/verit+sledgehammer/seventeen/baseline_probs/SMT2/Density_Compiler/0006_PDF_Target_Semantics/prob_00929_041245__26402790.smt_in/mirabelle/mirabelle.log,,,,
/home/user/artifact/output/all/verit+sledgehammer/seventeen/baseline_probs/SMT2/Density_Compiler/0004_PDF_Density_Contexts/prob_00383_017884__20343706.smt_in/mirabelle/mirabelle.log,unsat,,108,2
/home/user/artifact/output/all/verit+sledgehammer/seventeen/baseline_probs/SMT2/Density_Compiler/0004_PDF_Density_Contexts/prob_00556_026860__20668342.smt_in/mirabelle/mirabelle.log,,,,
/home/user/artifact/output/all/verit+sledgehammer/seventeen/baseline_probs/SMT2/Density_Compiler/0004_PDF_Density_Contexts/prob_00471_022554__20490122.smt_in/mirabelle/mirabelle.log,,,,
/home/user/artifact/output/all/verit+sledgehammer/seventeen/baseline_probs/SMT2/Density_Compiler/0004_PDF_Density_Contexts/prob_00671_033562__20942936.smt_in/mirabelle/mirabelle.log,,,,
/home/user/artifact/output/all/verit+sledgehammer/seventeen/baseline_probs/SMT2/Density_Compiler/0004_PDF_Density_Contexts/prob_00267_011581__20065308.smt_in/mirabelle/mirabelle.log,unsat,,160,3
/home/user/artifact/output/all/verit+sledgehammer/seventeen/baseline_probs/SMT2/Density_Compiler/0004_PDF_Density_Contexts/prob_00094_003824__19764150.smt_in/mirabelle/mirabelle.log,,,,
/home/user/artifact/output/all/verit+sledgehammer/seventeen/baseline_probs/SMT2/Density_Compiler/0004_PDF_Density_Contexts/prob_00739_037570__21088590.smt_in/mirabelle/mirabelle.log,,,,
/home/user/artifact/output/all/verit+sledgehammer/seventeen/baseline_probs/SMT2/Density_Compiler/0004_PDF_Density_Contexts/prob_00856_044660__21388244.smt_in/mirabelle/mirabelle.log,unsat,,174,13
/home/user/artifact/output/all/verit+sledgehammer/seventeen/baseline_probs/SMT2/Density_Compiler/0004_PDF_Density_Contexts/prob_01054_055351__21820790.smt_in/mirabelle/mirabelle.log,,,,
/home/user/artifact/output/all/verit+sledgehammer/seventeen/baseline_probs/SMT2/Density_Compiler/0004_PDF_Density_Contexts/prob_00344_015672__20204762.smt_in/mirabelle/mirabelle.log,,,,
/home/user/artifact/output/all/verit+sledgehammer/seventeen/baseline_probs/SMT2/Density_Compiler/0004_PDF_Density_Contexts/prob_00925_048546__21538302.smt_in/mirabelle/mirabelle.log,unsat,,126,2
/home/user/artifact/output/all/verit+sledgehammer/seventeen/baseline_probs/SMT2/Density_Compiler/0004_PDF_Density_Contexts/prob_00628_030909__20780290.smt_in/mirabelle/mirabelle.log,,,,
/home/user/artifact/output/all/verit+sledgehammer/seventeen/baseline_probs/SMT2/Density_Compiler/0004_PDF_Density_Contexts/prob_00985_051650__21658422.smt_in/mirabelle/mirabelle.log,,,,
/home/user/artifact/output/all/verit+sledgehammer/seventeen/baseline_probs/SMT2/Density_Compiler/0004_PDF_Density_Contexts/prob_00199_008613__19928850.smt_in/mirabelle/mirabelle.log,,,,
/home/user/artifact/output/all/verit+sledgehammer/seventeen/baseline_probs/SMT2/Density_Compiler/0004_PDF_Density_Contexts/prob_00806_041611__21233888.smt_in/mirabelle/mirabelle.log,unsat,,139,2
/home/user/artifact/output/all/verit+sledgehammer/seventeen/baseline_probs/SMT2/Density_Compiler/0008_PDF_Compiler/prob_00442_024447__28141634.smt_in/mirabelle/mirabelle.log,,,,
/home/user/artifact/output/all/verit+sledgehammer/seventeen/baseline_probs/SMT2/Density_Compiler/0008_PDF_Compiler/prob_00314_017656__27844116.smt_in/mirabelle/mirabelle.log,unsat,,110,3
/home/user/artifact/output/all/verit+sledgehammer/seventeen/baseline_probs/SMT2/Density_Compiler/0008_PDF_Compiler/prob_00243_013877__27677600.smt_in/mirabelle/mirabelle.log,,,,
/home/user/artifact/output/all/verit+sledgehammer/seventeen/baseline_probs/SMT2/Density_Compiler/0008_PDF_Compiler/prob_00370_020308__28025510.smt_in/mirabelle/mirabelle.log,unsat,,79,1
/home/user/artifact/output/all/verit+sledgehammer/seventeen/baseline_probs/SMT2/Density_Compiler/0008_PDF_Compiler/prob_00100_005506__27436858.smt_in/mirabelle/mirabelle.log,unsat,,76,1
/home/user/artifact/output/all/verit+sledgehammer/seventeen/baseline_probs/SMT2/Density_Compiler/0008_PDF_Compiler/prob_00166_009595__27559810.smt_in/mirabelle/mirabelle.log,,,,
/home/user/artifact/output/all/verit+sledgehammer/seventeen/baseline_probs/SMT2/Density_Compiler/0008_PDF_Compiler/prob_00488_026968__28268252.smt_in/mirabelle/mirabelle.log,,,,
/home/user/artifact/output/all/verit+sledgehammer/seventeen/baseline_probs/SMT2/Density_Compiler/0008_PDF_Compiler/prob_00560_031346__28406726.smt_in/mirabelle/mirabelle.log,,,,
/home/user/artifact/output/all/verit+sledgehammer/seventeen/baseline_probs/SMT2/Density_Compiler/0007_PDF_Target_Density_Contexts/prob_00258_013106__27169804.smt_in/mirabelle/mirabelle.log,unsat,,149,2
/home/user/artifact/output/all/verit+sledgehammer/seventeen/baseline_probs/SMT2/Density_Compiler/0007_PDF_Target_Density_Contexts/prob_00113_004854__26930326.smt_in/mirabelle/mirabelle.log,,,,
/home/user/artifact/output/all/verit+sledgehammer/seventeen/baseline_probs/SMT2/Density_Compiler/0007_PDF_Target_Density_Contexts/prob_00327_017598__27315156.smt_in/mirabelle/mirabelle.log,,,,
/home/user/artifact/output/all/verit+sledgehammer/seventeen/baseline_probs/SMT2/Density_Compiler/0007_PDF_Target_Density_Contexts/prob_00193_009023__27059964.smt_in/mirabelle/mirabelle.log,,,,
/home/user/artifact/output/all/verit+sledgehammer/seventeen/baseline_probs/SMT2/Density_Compiler/0000_Density_Predicates/prob_00106_003841__15051888.smt_in/mirabelle/mirabelle.log,,,,
/home/user/artifact/output/all/verit+sledgehammer/seventeen/baseline_probs/SMT2/Density_Compiler/0000_Density_Predicates/prob_00438_019560__15635664.smt_in/mirabelle/mirabelle.log,,,,
/home/user/artifact/output/all/verit+sledgehammer/seventeen/baseline_probs/SMT2/Density_Compiler/0000_Density_Predicates/prob_00333_014409__15393406.smt_in/mirabelle/mirabelle.log,unsat,,149,6
/home/user/artifact/output/all/verit+sledgehammer/seventeen/baseline_probs/SMT2/Density_Compiler/0000_Density_Predicates/prob_00274_011423__15262290.smt_in/mirabelle/mirabelle.log,,,,
/home/user/artifact/output/all/verit+sledgehammer/seventeen/baseline_probs/SMT2/Density_Compiler/0000_Density_Predicates/prob_00395_017070__15520644.smt_in/mirabelle/mirabelle.log,,,,
/home/user/artifact/output/all/verit+sledgehammer/seventeen/baseline_probs/SMT2/Density_Compiler/0000_Density_Predicates/prob_00196_007812__15150262.smt_in/mirabelle/mirabelle.log,unsat,,126,7
/home/user/artifact/output/all/verit+sledgehammer/seventeen/baseline_probs/SMT2/Pell/0000_Efficient_Discrete_Sqrt/prob_00250_009850__13197348.smt_in/mirabelle/mirabelle.log,,,,
/home/user/artifact/output/all/verit+sledgehammer/seventeen/baseline_probs/SMT2/Pell/0000_Efficient_Discrete_Sqrt/prob_00220_008816__13056760.smt_in/mirabelle/mirabelle.log,,,,
/home/user/artifact/output/all/verit+sledgehammer/seventeen/baseline_probs/SMT2/Pell/0000_Efficient_Discrete_Sqrt/prob_00048_001608__12306190.smt_in/mirabelle/mirabelle.log,unsat,,87589,40
/home/user/artifact/output/all/verit+sledgehammer/seventeen/baseline_probs/SMT2/Pell/0000_Efficient_Discrete_Sqrt/prob_00037_001125__12240334.smt_in/mirabelle/mirabelle.log,unsat,,101,7
/home/user/artifact/output/all/verit+sledgehammer/seventeen/baseline_probs/SMT2/Pell/0000_Efficient_Discrete_Sqrt/prob_00089_003039__12523574.smt_in/mirabelle/mirabelle.log,unsat,,124,35
/home/user/artifact/output/all/verit+sledgehammer/seventeen/baseline_probs/SMT2/Pell/0000_Efficient_Discrete_Sqrt/prob_00104_003473__12596622.smt_in/mirabelle/mirabelle.log,unsat,,200,16
/home/user/artifact/output/all/verit+sledgehammer/seventeen/baseline_probs/SMT2/Pell/0000_Efficient_Discrete_Sqrt/prob_00080_002723__12454114.smt_in/mirabelle/mirabelle.log,unsat,,132,5
/home/user/artifact/output/all/verit+sledgehammer/seventeen/baseline_probs/SMT2/Pell/0000_Efficient_Discrete_Sqrt/prob_00195_007814__12998718.smt_in/mirabelle/mirabelle.log,unsat,,1764,10
/home/user/artifact/output/all/verit+sledgehammer/seventeen/baseline_probs/SMT2/Pell/0000_Efficient_Discrete_Sqrt/prob_00070_002331__12382752.smt_in/mirabelle/mirabelle.log,,,,
/home/user/artifact/output/all/verit+sledgehammer/seventeen/baseline_probs/SMT2/Pell/0000_Efficient_Discrete_Sqrt/prob_00114_004021__12788120.smt_in/mirabelle/mirabelle.log,unsat,,121,3
/home/user/artifact/output/all/verit+sledgehammer/seventeen/baseline_probs/SMT2/Pell/0000_Efficient_Discrete_Sqrt/prob_00120_004403__12861788.smt_in/mirabelle/mirabelle.log,unsat,,129,3
/home/user/artifact/output/all/verit+sledgehammer/seventeen/baseline_probs/SMT2/Pell/0000_Efficient_Discrete_Sqrt/prob_00110_003770__12684960.smt_in/mirabelle/mirabelle.log,unsat,,101,4
/home/user/artifact/output/all/verit+sledgehammer/seventeen/baseline_probs/SMT2/Pell/0000_Efficient_Discrete_Sqrt/prob_00235_009284__13126596.smt_in/mirabelle/mirabelle.log,,,,
/home/user/artifact/output/all/verit+sledgehammer/seventeen/baseline_probs/SMT2/Pell/0000_Efficient_Discrete_Sqrt/prob_00313_012275__13497046.smt_in/mirabelle/mirabelle.log,unsat,,130,43
/home/user/artifact/output/all/verit+sledgehammer/seventeen/baseline_probs/SMT2/Pell/0000_Efficient_Discrete_Sqrt/prob_00267_010417__13279064.smt_in/mirabelle/mirabelle.log,unsat,,160,15
/home/user/artifact/output/all/verit+sledgehammer/seventeen/baseline_probs/SMT2/Pell/0000_Efficient_Discrete_Sqrt/prob_00282_010853__13352116.smt_in/mirabelle/mirabelle.log,,,,
/home/user/artifact/output/all/verit+sledgehammer/seventeen/baseline_probs/SMT2/Pell/0000_Efficient_Discrete_Sqrt/prob_00291_011406__13431326.smt_in/mirabelle/mirabelle.log,unsat,,423,10
/home/user/artifact/output/all/verit+sledgehammer/seventeen/baseline_probs/SMT2/Pell/0000_Efficient_Discrete_Sqrt/prob_00182_007224__12937514.smt_in/mirabelle/mirabelle.log,,,,
/home/user/artifact/output/all/verit+sledgehammer/seventeen/baseline_probs/SMT2/Pell/0001_Pell/prob_00993_038131__20504114.smt_in/mirabelle/mirabelle.log,unsat,,95,8
/home/user/artifact/output/all/verit+sledgehammer/seventeen/baseline_probs/SMT2/Pell/0001_Pell/prob_00619_023206__17979714.smt_in/mirabelle/mirabelle.log,,,,
/home/user/artifact/output/all/verit+sledgehammer/seventeen/baseline_probs/SMT2/Pell/0001_Pell/prob_00337_011947__15492430.smt_in/mirabelle/mirabelle.log,unsat,,105,126
/home/user/artifact/output/all/verit+sledgehammer/seventeen/baseline_probs/SMT2/Pell/0001_Pell/prob_00505_019042__17198342.smt_in/mirabelle/mirabelle.log,,,,
/home/user/artifact/output/all/verit+sledgehammer/seventeen/baseline_probs/SMT2/Pell/0001_Pell/prob_00439_016587__16694614.smt_in/mirabelle/mirabelle.log,,,,
/home/user/artifact/output/all/verit+sledgehammer/seventeen/baseline_probs/SMT2/Pell/0001_Pell/prob_00065_002145__13739222.smt_in/mirabelle/mirabelle.log,unsat,,117,18
/home/user/artifact/output/all/verit+sledgehammer/seventeen/baseline_probs/SMT2/Pell/0001_Pell/prob_00855_032920__19467104.smt_in/mirabelle/mirabelle.log,unsat,,153,14
/home/user/artifact/output/all/verit+sledgehammer/seventeen/baseline_probs/SMT2/Pell/0001_Pell/prob_00297_010649__15233108.smt_in/mirabelle/mirabelle.log,,,,
/home/user/artifact/output/all/verit+sledgehammer/seventeen/baseline_probs/SMT2/Pell/0001_Pell/prob_00130_004041__14032032.smt_in/mirabelle/mirabelle.log,,,,
/home/user/artifact/output/all/verit+sledgehammer/seventeen/baseline_probs/SMT2/Pell/0001_Pell/prob_00898_034655__19876062.smt_in/mirabelle/mirabelle.log,,,,
/home/user/artifact/output/all/verit+sledgehammer/seventeen/baseline_probs/SMT2/Pell/0001_Pell/prob_00142_004669__14197514.smt_in/mirabelle/mirabelle.log,,,,
/home/user/artifact/output/all/verit+sledgehammer/seventeen/baseline_probs/SMT2/Pell/0001_Pell/prob_00570_021600__17588546.smt_in/mirabelle/mirabelle.log,,,,
/home/user/artifact/output/all/verit+sledgehammer/seventeen/baseline_probs/SMT2/Pell/0001_Pell/prob_00815_031353__19170072.smt_in/mirabelle/mirabelle.log,,,,
/home/user/artifact/output/all/verit+sledgehammer/seventeen/baseline_probs/SMT2/Pell/0001_Pell/prob_00408_015072__16366714.smt_in/mirabelle/mirabelle.log,unsat,,144,7
/home/user/artifact/output/all/verit+sledgehammer/seventeen/baseline_probs/SMT2/Pell/0001_Pell/prob_00105_003264__13957224.smt_in/mirabelle/mirabelle.log,unsat,,134,3
/home/user/artifact/output/all/verit+sledgehammer/seventeen/baseline_probs/SMT2/Pell/0001_Pell/prob_00211_007134__14511052.smt_in/mirabelle/mirabelle.log,unsat,,191,9
/home/user/artifact/output/all/verit+sledgehammer/seventeen/baseline_probs/SMT2/Pell/0001_Pell/prob_00204_006836__14429054.smt_in/mirabelle/mirabelle.log,unsat,,906,34
/home/user/artifact/output/all/verit+sledgehammer/seventeen/baseline_probs/SMT2/Pell/0001_Pell/prob_01036_039737__20745616.smt_in/mirabelle/mirabelle.log,,,,
/home/user/artifact/output/all/verit+sledgehammer/seventeen/baseline_probs/SMT2/Pell/0001_Pell/prob_00886_034142__19773646.smt_in/mirabelle/mirabelle.log,,,,
/home/user/artifact/output/all/verit+sledgehammer/seventeen/baseline_probs/SMT2/Pell/0001_Pell/prob_00083_002552__13811638.smt_in/mirabelle/mirabelle.log,unsat,,78,4
/home/user/artifact/output/all/verit+sledgehammer/seventeen/baseline_probs/SMT2/Pell/0001_Pell/prob_00670_025091__18413712.smt_in/mirabelle/mirabelle.log,unsat,,104,25
/home/user/artifact/output/all/verit+sledgehammer/seventeen/baseline_probs/SMT2/Pell/0001_Pell/prob_00155_005057__14273182.smt_in/mirabelle/mirabelle.log,unsat,,847,12
/home/user/artifact/output/all/verit+sledgehammer/seventeen/baseline_probs/SMT2/Pell/0001_Pell/prob_00165_005453__14346688.smt_in/mirabelle/mirabelle.log,,,,
/home/user/artifact/output/all/verit+sledgehammer/seventeen/baseline_probs/SMT2/Pell/0001_Pell/prob_00344_012255__15583560.smt_in/mirabelle/mirabelle.log,,,,
/home/user/artifact/output/all/verit+sledgehammer/seventeen/baseline_probs/SMT2/Pell/0001_Pell/prob_00457_017198__16848436.smt_in/mirabelle/mirabelle.log,,,,
/home/user/artifact/output/all/verit+sledgehammer/seventeen/baseline_probs/SMT2/Pell/0001_Pell/prob_00829_031918__19264144.smt_in/mirabelle/mirabelle.log,,,,
/home/user/artifact/output/all/verit+sledgehammer/seventeen/baseline_probs/SMT2/Pell/0001_Pell/prob_00584_022134__17782810.smt_in/mirabelle/mirabelle.log,unsat,,78,3
/home/user/artifact/output/all/verit+sledgehammer/seventeen/baseline_probs/SMT2/Pell/0001_Pell/prob_00843_032524__19348424.smt_in/mirabelle/mirabelle.log,,,,
/home/user/artifact/output/all/verit+sledgehammer/seventeen/baseline_probs/SMT2/Pell/0001_Pell/prob_00136_004311__14122522.smt_in/mirabelle/mirabelle.log,unsat,,129,44
/home/user/artifact/output/all/verit+sledgehammer/seventeen/baseline_probs/SMT2/Pell/0001_Pell/prob_00645_024153__18185408.smt_in/mirabelle/mirabelle.log,unsat,,104,23
/home/user/artifact/output/all/verit+sledgehammer/seventeen/baseline_probs/SMT2/Pell/0001_Pell/prob_00328_011579__15407230.smt_in/mirabelle/mirabelle.log,,,,
/home/user/artifact/output/all/verit+sledgehammer/seventeen/baseline_probs/SMT2/Pell/0001_Pell/prob_00626_023467__18082040.smt_in/mirabelle/mirabelle.log,,,,
/home/user/artifact/output/all/verit+sledgehammer/seventeen/baseline_probs/SMT2/Pell/0001_Pell/prob_00464_017600__16926838.smt_in/mirabelle/mirabelle.log,,,,
/home/user/artifact/output/all/verit+sledgehammer/seventeen/baseline_probs/SMT2/Pell/0001_Pell/prob_00578_021875__17680678.smt_in/mirabelle/mirabelle.log,,,,
/home/user/artifact/output/all/verit+sledgehammer/seventeen/baseline_probs/SMT2/Pell/0001_Pell/prob_00242_008459__14763890.smt_in/mirabelle/mirabelle.log,,,,
/home/user/artifact/output/all/verit+sledgehammer/seventeen/baseline_probs/SMT2/Pell/0001_Pell/prob_00384_013952__16123522.smt_in/mirabelle/mirabelle.log,unsat,,126,3
/home/user/artifact/output/all/verit+sledgehammer/seventeen/baseline_probs/SMT2/Pell/0001_Pell/prob_01012_038845__20672498.smt_in/mirabelle/mirabelle.log,,,,
/home/user/artifact/output/all/verit+sledgehammer/seventeen/baseline_probs/SMT2/Pell/0001_Pell/prob_00915_035293__20076452.smt_in/mirabelle/mirabelle.log,,,,
/home/user/artifact/output/all/verit+sledgehammer/seventeen/baseline_probs/SMT2/Pell/0001_Pell/prob_00398_014588__16215048.smt_in/mirabelle/mirabelle.log,,,,
/home/user/artifact/output/all/verit+sledgehammer/seventeen/baseline_probs/SMT2/Pell/0001_Pell/prob_00221_007553__14599458.smt_in/mirabelle/mirabelle.log,unsat,,134,7
/home/user/artifact/output/all/verit+sledgehammer/seventeen/baseline_probs/SMT2/Pell/0001_Pell/prob_00753_028668__18887722.smt_in/mirabelle/mirabelle.log,,,,
/home/user/artifact/output/all/verit+sledgehammer/seventeen/baseline_probs/SMT2/Pell/0001_Pell/prob_00907_035028__19983406.smt_in/mirabelle/mirabelle.log,unsat,,94,20
/home/user/artifact/output/all/verit+sledgehammer/seventeen/baseline_probs/SMT2/Pell/0001_Pell/prob_00713_026862__18635946.smt_in/mirabelle/mirabelle.log,unsat,,323,13
/home/user/artifact/output/all/verit+sledgehammer/seventeen/baseline_probs/SMT2/Pell/0001_Pell/prob_00057_001962__13666126.smt_in/mirabelle/mirabelle.log,unsat,,156,3
/home/user/artifact/output/all/verit+sledgehammer/seventeen/baseline_probs/SMT2/Pell/0001_Pell/prob_01074_041259__20938316.smt_in/mirabelle/mirabelle.log,unsat,,168,8
/home/user/artifact/output/all/verit+sledgehammer/seventeen/baseline_probs/SMT2/Pell/0001_Pell/prob_00922_035606__20145106.smt_in/mirabelle/mirabelle.log,unsat,,306,5
/home/user/artifact/output/all/verit+sledgehammer/seventeen/baseline_probs/SMT2/Pell/0001_Pell/prob_00800_030744__19072914.smt_in/mirabelle/mirabelle.log,unsat,,248,5
/home/user/artifact/output/all/verit+sledgehammer/seventeen/baseline_probs/SMT2/Pell/0001_Pell/prob_00449_016931__16776272.smt_in/mirabelle/mirabelle.log,unsat,,126,12
/home/user/artifact/output/all/verit+sledgehammer/seventeen/baseline_probs/SMT2/Pell/0001_Pell/prob_00933_035891__20210998.smt_in/mirabelle/mirabelle.log,,,,
/home/user/artifact/output/all/verit+sledgehammer/seventeen/baseline_probs/SMT2/Pell/0001_Pell/prob_00094_002856__13877898.smt_in/mirabelle/mirabelle.log,unsat,,127,11
/home/user/artifact/output/all/verit+sledgehammer/seventeen/baseline_probs/SMT2/Pell/0001_Pell/prob_00431_016214__16597238.smt_in/mirabelle/mirabelle.log,unsat,,312,0
/home/user/artifact/output/all/verit+sledgehammer/seventeen/baseline_probs/SMT2/Pell/0001_Pell/prob_00281_009983__15065546.smt_in/mirabelle/mirabelle.log,,,,
/home/user/artifact/output/all/verit+sledgehammer/seventeen/baseline_probs/SMT2/Pell/0001_Pell/prob_00369_013289__15856870.smt_in/mirabelle/mirabelle.log,,,,
/home/user/artifact/output/all/verit+sledgehammer/seventeen/baseline_probs/SMT2/Pell/0001_Pell/prob_00721_027253__18719788.smt_in/mirabelle/mirabelle.log,,,,
/home/user/artifact/output/all/verit+sledgehammer/seventeen/baseline_probs/SMT2/Pell/0001_Pell/prob_00788_030246__18987292.smt_in/mirabelle/mirabelle.log,,,,
/home/user/artifact/output/all/verit+sledgehammer/seventeen/baseline_probs/SMT2/Pell/0001_Pell/prob_00040_001383__13590036.smt_in/mirabelle/mirabelle.log,unsat,,50,5
/home/user/artifact/output/all/verit+sledgehammer/seventeen/baseline_probs/SMT2/Pell/0001_Pell/prob_00870_033538__19673502.smt_in/mirabelle/mirabelle.log,,,,
/home/user/artifact/output/all/verit+sledgehammer/seventeen/baseline_probs/SMT2/Pell/0001_Pell/prob_00230_008032__14685774.smt_in/mirabelle/mirabelle.log,unsat,,155,74
/home/user/artifact/output/all/verit+sledgehammer/seventeen/baseline_probs/SMT2/Pell/0001_Pell/prob_00605_022785__17893222.smt_in/mirabelle/mirabelle.log,,,,
