benchmark,result,holes,solve,load,reconstruct,kernel
/home/user/artifact/output/all/cvc5+leansmt/SMT-LIB/non-incremental/QF_UFIDL/20210312-Bouvier/vlsat3_f26.smt2.stdout,,,,,,
/home/user/artifact/output/all/cvc5+leansmt/SMT-LIB/non-incremental/QF_UFIDL/20210312-Bouvier/vlsat3_f17.smt2.stdout,,,,,,
/home/user/artifact/output/all/cvc5+leansmt/SMT-LIB/non-incremental/QF_UFIDL/20210312-Bouvier/vlsat3_f41.smt2.stdout,,,,,,
/home/user/artifact/output/all/cvc5+leansmt/SMT-LIB/non-incremental/QF_UFIDL/20210312-Bouvier/vlsat3_f70.smt2.stdout,,,377001,489,,
/home/user/artifact/output/all/cvc5+leansmt/SMT-LIB/non-incremental/QF_UFIDL/20210312-Bouvier/vlsat3_f99.smt2.stdout,,,,,,
/home/user/artifact/output/all/cvc5+leansmt/SMT-LIB/non-incremental/QF_UFIDL/20210312-Bouvier/vlsat3_f12.smt2.stdout,,,,,,
/home/user/artifact/output/all/cvc5+leansmt/SMT-LIB/non-incremental/QF_UFIDL/20210312-Bouvier/vlsat3_f59.smt2.stdout,,,,,,
/home/user/artifact/output/all/cvc5+leansmt/SMT-LIB/non-incremental/QF_UFIDL/20210312-Bouvier/vlsat3_f81.smt2.stdout,,,,,,
/home/user/artifact/output/all/cvc5+leansmt/SMT-LIB/non-incremental/QF_UFIDL/20210312-Bouvier/vlsat3_f68.smt2.stdout,,,,,,
/home/user/artifact/output/all/cvc5+leansmt/SMT-LIB/non-incremental/QF_UFIDL/20210312-Bouvier/vlsat3_f23.smt2.stdout,,,,,,
/home/user/artifact/output/all/cvc5+leansmt/SMT-LIB/non-incremental/QF_UFIDL/20210312-Bouvier/vlsat3_f74.smt2.stdout,,,,,,
/home/user/artifact/output/all/cvc5+leansmt/SMT-LIB/non-incremental/QF_UFIDL/20210312-Bouvier/vlsat3_f45.smt2.stdout,,,,,,
/home/user/artifact/output/all/cvc5+leansmt/SMT-LIB/non-incremental/QF_UFIDL/20210312-Bouvier/vlsat3_f85.smt2.stdout,,,,,,
/home/user/artifact/output/all/cvc5+leansmt/SMT-LIB/non-incremental/QF_UFIDL/20210312-Bouvier/vlsat3_f27.smt2.stdout,,,,,,
/home/user/artifact/output/all/cvc5+leansmt/SMT-LIB/non-incremental/QF_UFIDL/20210312-Bouvier/vlsat3_f16.smt2.stdout,,,433831,588,,
/home/user/artifact/output/all/cvc5+leansmt/SMT-LIB/non-incremental/QF_UFIDL/20210312-Bouvier/vlsat3_f51.smt2.stdout,,,,,,
/home/user/artifact/output/all/cvc5+leansmt/SMT-LIB/non-incremental/QF_UFIDL/20210312-Bouvier/vlsat3_f89.smt2.stdout,,,,,,
/home/user/artifact/output/all/cvc5+leansmt/SMT-LIB/non-incremental/QF_UFIDL/20210312-Bouvier/vlsat3_f60.smt2.stdout,,,,,,
/home/user/artifact/output/all/cvc5+leansmt/SMT-LIB/non-incremental/QF_UFIDL/20210312-Bouvier/vlsat3_f49.smt2.stdout,,,,,,
/home/user/artifact/output/all/cvc5+leansmt/SMT-LIB/non-incremental/QF_UFIDL/20210312-Bouvier/vlsat3_f02.smt2.stdout,,,,,,
/home/user/artifact/output/all/cvc5+leansmt/SMT-LIB/non-incremental/QF_UFIDL/20210312-Bouvier/vlsat3_f33.smt2.stdout,,,,,,
/home/user/artifact/output/all/cvc5+leansmt/SMT-LIB/non-incremental/QF_UFIDL/20210312-Bouvier/vlsat3_f78.smt2.stdout,,,,,,
/home/user/artifact/output/all/cvc5+leansmt/SMT-LIB/non-incremental/QF_UFIDL/20210312-Bouvier/vlsat3_f91.smt2.stdout,,,,,,
/home/user/artifact/output/all/cvc5+leansmt/SMT-LIB/non-incremental/QF_UFIDL/20210312-Bouvier/vlsat3_f64.smt2.stdout,,,,,,
/home/user/artifact/output/all/cvc5+leansmt/SMT-LIB/non-incremental/QF_UFIDL/20210312-Bouvier/vlsat3_f55.smt2.stdout,,,,,,
/home/user/artifact/output/all/cvc5+leansmt/SMT-LIB/non-incremental/QF_UFIDL/20210312-Bouvier/vlsat3_f37.smt2.stdout,,,,,,
/home/user/artifact/output/all/cvc5+leansmt/SMT-LIB/non-incremental/QF_UFIDL/20210312-Bouvier/vlsat3_f95.smt2.stdout,,,,,,
/home/user/artifact/output/all/cvc5+leansmt/SMT-LIB/non-incremental/QF_UFIDL/20210312-Bouvier/vlsat3_f06.smt2.stdout,,,205318,396,,
/home/user/artifact/output/all/cvc5+leansmt/SMT-LIB/non-incremental/QF_UFIDL/20210312-Bouvier/vlsat3_f08.smt2.stdout,,,309968,534,,
/home/user/artifact/output/all/cvc5+leansmt/SMT-LIB/non-incremental/QF_UFIDL/20210312-Bouvier/vlsat3_f43.smt2.stdout,,,,,,
/home/user/artifact/output/all/cvc5+leansmt/SMT-LIB/non-incremental/QF_UFIDL/20210312-Bouvier/vlsat3_f72.smt2.stdout,,,,,,
/home/user/artifact/output/all/cvc5+leansmt/SMT-LIB/non-incremental/QF_UFIDL/20210312-Bouvier/vlsat3_f39.smt2.stdout,,,,,,
/home/user/artifact/output/all/cvc5+leansmt/SMT-LIB/non-incremental/QF_UFIDL/20210312-Bouvier/vlsat3_f10.smt2.stdout,,,,,,
/home/user/artifact/output/all/cvc5+leansmt/SMT-LIB/non-incremental/QF_UFIDL/20210312-Bouvier/vlsat3_f21.smt2.stdout,,,,,,
/home/user/artifact/output/all/cvc5+leansmt/SMT-LIB/non-incremental/QF_UFIDL/20210312-Bouvier/vlsat3_f83.smt2.stdout,,,,,,
/home/user/artifact/output/all/cvc5+leansmt/SMT-LIB/non-incremental/QF_UFIDL/20210312-Bouvier/vlsat3_f76.smt2.stdout,,,531675,499,,
/home/user/artifact/output/all/cvc5+leansmt/SMT-LIB/non-incremental/QF_UFIDL/20210312-Bouvier/vlsat3_f47.smt2.stdout,,,,,,
/home/user/artifact/output/all/cvc5+leansmt/SMT-LIB/non-incremental/QF_UFIDL/20210312-Bouvier/vlsat3_f25.smt2.stdout,,,,,,
/home/user/artifact/output/all/cvc5+leansmt/SMT-LIB/non-incremental/QF_UFIDL/20210312-Bouvier/vlsat3_f87.smt2.stdout,,,,,,
/home/user/artifact/output/all/cvc5+leansmt/SMT-LIB/non-incremental/QF_UFIDL/20210312-Bouvier/vlsat3_f14.smt2.stdout,,,,,,
/home/user/artifact/output/all/cvc5+leansmt/SMT-LIB/non-incremental/QF_UFIDL/20210312-Bouvier/vlsat3_f53.smt2.stdout,,,,,,
/home/user/artifact/output/all/cvc5+leansmt/SMT-LIB/non-incremental/QF_UFIDL/20210312-Bouvier/vlsat3_f18.smt2.stdout,,,272407,421,,
/home/user/artifact/output/all/cvc5+leansmt/SMT-LIB/non-incremental/QF_UFIDL/20210312-Bouvier/vlsat3_f29.smt2.stdout,,,,,,
/home/user/artifact/output/all/cvc5+leansmt/SMT-LIB/non-incremental/QF_UFIDL/20210312-Bouvier/vlsat3_f62.smt2.stdout,,,,,,
/home/user/artifact/output/all/cvc5+leansmt/SMT-LIB/non-incremental/QF_UFIDL/20210312-Bouvier/vlsat3_f00.smt2.stdout,,,,,,
/home/user/artifact/output/all/cvc5+leansmt/SMT-LIB/non-incremental/QF_UFIDL/20210312-Bouvier/vlsat3_f93.smt2.stdout,,,,,,
/home/user/artifact/output/all/cvc5+leansmt/SMT-LIB/non-incremental/QF_UFIDL/20210312-Bouvier/vlsat3_f31.smt2.stdout,,,,,,
/home/user/artifact/output/all/cvc5+leansmt/SMT-LIB/non-incremental/QF_UFIDL/20210312-Bouvier/vlsat3_f66.smt2.stdout,,,,,,
/home/user/artifact/output/all/cvc5+leansmt/SMT-LIB/non-incremental/QF_UFIDL/20210312-Bouvier/vlsat3_f57.smt2.stdout,,,,,,
/home/user/artifact/output/all/cvc5+leansmt/SMT-LIB/non-incremental/QF_UFIDL/20210312-Bouvier/vlsat3_f97.smt2.stdout,,,,,,
/home/user/artifact/output/all/cvc5+leansmt/SMT-LIB/non-incremental/QF_UFIDL/20210312-Bouvier/vlsat3_f35.smt2.stdout,,,,,,
/home/user/artifact/output/all/cvc5+leansmt/SMT-LIB/non-incremental/QF_UFIDL/20210312-Bouvier/vlsat3_f04.smt2.stdout,,,,,,
/home/user/artifact/output/all/cvc5+leansmt/SMT-LIB/non-incremental/QF_UFIDL/20210312-Bouvier/vlsat3_f19.smt2.stdout,,,,,,
/home/user/artifact/output/all/cvc5+leansmt/SMT-LIB/non-incremental/QF_UFIDL/20210312-Bouvier/vlsat3_f52.smt2.stdout,,,,,,
/home/user/artifact/output/all/cvc5+leansmt/SMT-LIB/non-incremental/QF_UFIDL/20210312-Bouvier/vlsat3_f63.smt2.stdout,,,,,,
/home/user/artifact/output/all/cvc5+leansmt/SMT-LIB/non-incremental/QF_UFIDL/20210312-Bouvier/vlsat3_f28.smt2.stdout,,,600652,463,,
/home/user/artifact/output/all/cvc5+leansmt/SMT-LIB/non-incremental/QF_UFIDL/20210312-Bouvier/vlsat3_f01.smt2.stdout,,,102136,99,,
/home/user/artifact/output/all/cvc5+leansmt/SMT-LIB/non-incremental/QF_UFIDL/20210312-Bouvier/vlsat3_f92.smt2.stdout,,,,,,
/home/user/artifact/output/all/cvc5+leansmt/SMT-LIB/non-incremental/QF_UFIDL/20210312-Bouvier/vlsat3_f30.smt2.stdout,,,,,,
/home/user/artifact/output/all/cvc5+leansmt/SMT-LIB/non-incremental/QF_UFIDL/20210312-Bouvier/vlsat3_f67.smt2.stdout,,,,,,
/home/user/artifact/output/all/cvc5+leansmt/SMT-LIB/non-incremental/QF_UFIDL/20210312-Bouvier/vlsat3_f56.smt2.stdout,,,,,,
/home/user/artifact/output/all/cvc5+leansmt/SMT-LIB/non-incremental/QF_UFIDL/20210312-Bouvier/vlsat3_f96.smt2.stdout,,,,,,
/home/user/artifact/output/all/cvc5+leansmt/SMT-LIB/non-incremental/QF_UFIDL/20210312-Bouvier/vlsat3_f34.smt2.stdout,,,,,,
/home/user/artifact/output/all/cvc5+leansmt/SMT-LIB/non-incremental/QF_UFIDL/20210312-Bouvier/vlsat3_f05.smt2.stdout,,,,,,
/home/user/artifact/output/all/cvc5+leansmt/SMT-LIB/non-incremental/QF_UFIDL/20210312-Bouvier/vlsat3_f42.smt2.stdout,,,,,,
/home/user/artifact/output/all/cvc5+leansmt/SMT-LIB/non-incremental/QF_UFIDL/20210312-Bouvier/vlsat3_f09.smt2.stdout,,,,,,
/home/user/artifact/output/all/cvc5+leansmt/SMT-LIB/non-incremental/QF_UFIDL/20210312-Bouvier/vlsat3_f38.smt2.stdout,,,604927,350,,
/home/user/artifact/output/all/cvc5+leansmt/SMT-LIB/non-incremental/QF_UFIDL/20210312-Bouvier/vlsat3_f73.smt2.stdout,,,,,,
/home/user/artifact/output/all/cvc5+leansmt/SMT-LIB/non-incremental/QF_UFIDL/20210312-Bouvier/vlsat3_f11.smt2.stdout,,,,,,
/home/user/artifact/output/all/cvc5+leansmt/SMT-LIB/non-incremental/QF_UFIDL/20210312-Bouvier/vlsat3_f20.smt2.stdout,,,,,,
/home/user/artifact/output/all/cvc5+leansmt/SMT-LIB/non-incremental/QF_UFIDL/20210312-Bouvier/vlsat3_f82.smt2.stdout,,,,,,
/home/user/artifact/output/all/cvc5+leansmt/SMT-LIB/non-incremental/QF_UFIDL/20210312-Bouvier/vlsat3_f77.smt2.stdout,,,,,,
/home/user/artifact/output/all/cvc5+leansmt/SMT-LIB/non-incremental/QF_UFIDL/20210312-Bouvier/vlsat3_f46.smt2.stdout,,,,,,
/home/user/artifact/output/all/cvc5+leansmt/SMT-LIB/non-incremental/QF_UFIDL/20210312-Bouvier/vlsat3_f24.smt2.stdout,,,,,,
/home/user/artifact/output/all/cvc5+leansmt/SMT-LIB/non-incremental/QF_UFIDL/20210312-Bouvier/vlsat3_f86.smt2.stdout,,,,,,
/home/user/artifact/output/all/cvc5+leansmt/SMT-LIB/non-incremental/QF_UFIDL/20210312-Bouvier/vlsat3_f15.smt2.stdout,,,,,,
/home/user/artifact/output/all/cvc5+leansmt/SMT-LIB/non-incremental/QF_UFIDL/RTCL/b13_tf_100/b13_tf_100.smt2.stdout,,,82161,36,,
/home/user/artifact/output/all/cvc5+leansmt/SMT-LIB/non-incremental/QF_UFIDL/mathsat/EufLaArithmetic/vhard/vhard7.smt2.stdout,,,4801,33,5342,2088
/home/user/artifact/output/all/cvc5+leansmt/SMT-LIB/non-incremental/QF_UFIDL/mathsat/EufLaArithmetic/vhard/vhard3.smt2.stdout,,,201,31,1292,570
/home/user/artifact/output/all/cvc5+leansmt/SMT-LIB/non-incremental/QF_UFIDL/mathsat/EufLaArithmetic/vhard/vhard18.smt2.stdout,,,,,,
/home/user/artifact/output/all/cvc5+leansmt/SMT-LIB/non-incremental/QF_UFIDL/mathsat/EufLaArithmetic/vhard/vhard14.smt2.stdout,,,,,,
/home/user/artifact/output/all/cvc5+leansmt/SMT-LIB/non-incremental/QF_UFIDL/mathsat/EufLaArithmetic/vhard/vhard10.smt2.stdout,,,158405,94,,
/home/user/artifact/output/all/cvc5+leansmt/SMT-LIB/non-incremental/QF_UFIDL/mathsat/EufLaArithmetic/vhard/vhard15.smt2.stdout,,,56322,56,,
/home/user/artifact/output/all/cvc5+leansmt/SMT-LIB/non-incremental/QF_UFIDL/mathsat/EufLaArithmetic/vhard/vhard11.smt2.stdout,,,106183,70,,
/home/user/artifact/output/all/cvc5+leansmt/SMT-LIB/non-incremental/QF_UFIDL/mathsat/EufLaArithmetic/vhard/vhard20.smt2.stdout,,,,,,
/home/user/artifact/output/all/cvc5+leansmt/SMT-LIB/non-incremental/QF_UFIDL/mathsat/EufLaArithmetic/vhard/vhard6.smt2.stdout,,,16054,51,,
/home/user/artifact/output/all/cvc5+leansmt/SMT-LIB/non-incremental/QF_UFIDL/mathsat/EufLaArithmetic/vhard/vhard2.smt2.stdout,unsat,,96,30,842,8664
/home/user/artifact/output/all/cvc5+leansmt/SMT-LIB/non-incremental/QF_UFIDL/mathsat/EufLaArithmetic/vhard/vhard19.smt2.stdout,,,,,,
/home/user/artifact/output/all/cvc5+leansmt/SMT-LIB/non-incremental/QF_UFIDL/mathsat/EufLaArithmetic/vhard/vhard17.smt2.stdout,,,,,,
/home/user/artifact/output/all/cvc5+leansmt/SMT-LIB/non-incremental/QF_UFIDL/mathsat/EufLaArithmetic/vhard/vhard13.smt2.stdout,,,389156,166,,
/home/user/artifact/output/all/cvc5+leansmt/SMT-LIB/non-incremental/QF_UFIDL/mathsat/EufLaArithmetic/vhard/vhard8.smt2.stdout,,,52586,61,,
/home/user/artifact/output/all/cvc5+leansmt/SMT-LIB/non-incremental/QF_UFIDL/mathsat/EufLaArithmetic/vhard/vhard4.smt2.stdout,,,2199,35,6201,7914
/home/user/artifact/output/all/cvc5+leansmt/SMT-LIB/non-incremental/QF_UFIDL/mathsat/EufLaArithmetic/vhard/vhard5.smt2.stdout,,,2206,34,5296,3227
/home/user/artifact/output/all/cvc5+leansmt/SMT-LIB/non-incremental/QF_UFIDL/mathsat/EufLaArithmetic/vhard/vhard16.smt2.stdout,,,,,,
/home/user/artifact/output/all/cvc5+leansmt/SMT-LIB/non-incremental/QF_UFIDL/mathsat/EufLaArithmetic/vhard/vhard12.smt2.stdout,,,809481,291,,
/home/user/artifact/output/all/cvc5+leansmt/SMT-LIB/non-incremental/QF_UFIDL/mathsat/EufLaArithmetic/vhard/vhard9.smt2.stdout,,,71183,64,,
/home/user/artifact/output/all/cvc5+leansmt/SMT-LIB/non-incremental/QF_UFIDL/RDS/set_union5.smt2.stdout,,,654,32,,
/home/user/artifact/output/all/cvc5+leansmt/SMT-LIB/non-incremental/QF_UFIDL/RDS/sorted_list_insert_noalloc9.smt2.stdout,,,6078,33,,
/home/user/artifact/output/all/cvc5+leansmt/SMT-LIB/non-incremental/QF_UFIDL/RDS/simple_cyclic4.smt2.stdout,unsat,,88,36,797,33122
/home/user/artifact/output/all/cvc5+leansmt/SMT-LIB/non-incremental/QF_UFIDL/RDS/reverse_acyclic6.smt2.stdout,,,248,30,4195,
/home/user/artifact/output/all/cvc5+leansmt/SMT-LIB/non-incremental/QF_UFIDL/uclid2/ooo.rf12.smt2.stdout,,,,,,
/home/user/artifact/output/all/cvc5+leansmt/SMT-LIB/non-incremental/QF_UFIDL/uclid2/cache.inv16.smt2.stdout,,,,,,
/home/user/artifact/output/all/cvc5+leansmt/SMT-LIB/non-incremental/QF_UFIDL/uclid2/cache.inv17.smt2.stdout,,,,,,
/home/user/artifact/output/all/cvc5+leansmt/SMT-LIB/non-incremental/QF_UFIDL/uclid2/elf.rf12.smt2.stdout,,,,,,
/home/user/artifact/output/all/cvc5+leansmt/SMT-LIB/non-incremental/QF_UFIDL/uclid2/ooo.rf13.smt2.stdout,,,,,,
/home/user/artifact/output/all/cvc5+leansmt/SMT-LIB/non-incremental/QF_UFIDL/uclid2/ooo.tag17.smt2.stdout,,,43563,42,,
/home/user/artifact/output/all/cvc5+leansmt/SMT-LIB/non-incremental/QF_UFIDL/uclid2/cache.inv15.smt2.stdout,,,774943,374,,
/home/user/artifact/output/all/cvc5+leansmt/SMT-LIB/non-incremental/QF_UFIDL/uclid2/ooo.tag19.smt2.stdout,,,86941,46,,
/home/user/artifact/output/all/cvc5+leansmt/SMT-LIB/non-incremental/QF_UFIDL/uclid2/ooo.tag15.smt2.stdout,,,38966,56,,
/home/user/artifact/output/all/cvc5+leansmt/SMT-LIB/non-incremental/QF_UFIDL/uclid2/ooo.rf11.smt2.stdout,,,,,,
/home/user/artifact/output/all/cvc5+leansmt/SMT-LIB/non-incremental/QF_UFIDL/uclid2/cache.inv18.smt2.stdout,,,,,,
/home/user/artifact/output/all/cvc5+leansmt/SMT-LIB/non-incremental/QF_UFIDL/TwoSquares/smtlib.883203.smt2.stdout,unsat,,9,30,3,8
/home/user/artifact/output/all/cvc5+leansmt/SMT-LIB/non-incremental/QF_UFIDL/TwoSquares/smtlib.883173.smt2.stdout,unsat,,114,873,41,9
/home/user/artifact/output/all/cvc5+leansmt/SMT-LIB/non-incremental/QF_UFIDL/TwoSquares/smtlib.600189.smt2.stdout,unsat,,8,64,1,1
/home/user/artifact/output/all/cvc5+leansmt/SMT-LIB/non-incremental/QF_UFIDL/TwoSquares/smtlib.600181.smt2.stdout,unsat,,8,30,2,1
/home/user/artifact/output/all/cvc5+leansmt/SMT-LIB/non-incremental/QF_UFIDL/TwoSquares/smtlib.883218.smt2.stdout,unsat,,9,30,4,8
/home/user/artifact/output/all/cvc5+leansmt/SMT-LIB/non-incremental/QF_UFIDL/TwoSquares/smtlib.877456.smt2.stdout,unsat,,7,29,1,0
/home/user/artifact/output/all/cvc5+leansmt/SMT-LIB/non-incremental/QF_UFIDL/TwoSquares/smtlib.877473.smt2.stdout,unsat,,8,31,0,1
/home/user/artifact/output/all/cvc5+leansmt/SMT-LIB/non-incremental/QF_UFIDL/TwoSquares/smtlib.693740.smt2.stdout,unsat,,8,31,1,1
/home/user/artifact/output/all/cvc5+leansmt/SMT-LIB/non-incremental/QF_UFIDL/TwoSquares/smtlib.600173.smt2.stdout,unsat,,8,31,1,1
/home/user/artifact/output/all/cvc5+leansmt/SMT-LIB/non-incremental/QF_UFIDL/TwoSquares/smtlib.877439.smt2.stdout,unsat,,8,30,1,1
/home/user/artifact/output/all/cvc5+leansmt/SMT-LIB/non-incremental/QF_UFIDL/TwoSquares/smtlib.693723.smt2.stdout,unsat,,8,36,1,1
/home/user/artifact/output/all/cvc5+leansmt/SMT-LIB/non-incremental/QF_UFIDL/TwoSquares/smtlib.883188.smt2.stdout,unsat,,9,30,3,8
/home/user/artifact/output/all/cvc5+leansmt/SMT-LIB/non-incremental/QF_UFIDL/TwoSquares/smtlib.693706.smt2.stdout,unsat,,8,48,1,1
/home/user/artifact/output/all/cvc5+leansmt/SMT-LIB/non-incremental/QF_UFIDL/pete/cxs-bp-ex-inp.smt2.stdout,,,6015,41,,
/home/user/artifact/output/all/cvc5+leansmt/SMT-LIB/non-incremental/QF_UFIDL/pete/fxs-bp-ex-safety.smt2.stdout,,,30671,70,,
/home/user/artifact/output/all/cvc5+leansmt/SMT-LIB/non-incremental/QF_UFIDL/pete/fxs-bp-ex-inp-safety.smt2.stdout,,,37074,64,,
/home/user/artifact/output/all/cvc5+leansmt/SMT-LIB/non-incremental/QF_UFIDL/pete/fxs-bp-ex-inp.smt2.stdout,,,36605,66,,
/home/user/artifact/output/all/cvc5+leansmt/SMT-LIB/non-incremental/QF_UFIDL/pete/9stage-flush.smt2.stdout,,,,,,
/home/user/artifact/output/all/cvc5+leansmt/SMT-LIB/non-incremental/QF_UFIDL/pete/8stage-flush.smt2.stdout,,,,,,
/home/user/artifact/output/all/cvc5+leansmt/SMT-LIB/non-incremental/QF_UFIDL/pete/fxs.smt2.stdout,,,14527,51,,
/home/user/artifact/output/all/cvc5+leansmt/SMT-LIB/non-incremental/QF_UFIDL/pete/6stage-flush.smt2.stdout,,,2133,35,,
/home/user/artifact/output/all/cvc5+leansmt/SMT-LIB/non-incremental/QF_UFIDL/pete/fxs-safety.smt2.stdout,,,17255,55,,
/home/user/artifact/output/all/cvc5+leansmt/SMT-LIB/non-incremental/QF_UFIDL/pete/fxs-bp-ex.smt2.stdout,,,34752,67,,
/home/user/artifact/output/all/cvc5+leansmt/SMT-LIB/non-incremental/QF_UFIDL/pete/cxs-safety.smt2.stdout,,,4029,38,,
/home/user/artifact/output/all/cvc5+leansmt/SMT-LIB/non-incremental/QF_UFIDL/pete/fxs-bp-safety.smt2.stdout,,,17889,57,,
/home/user/artifact/output/all/cvc5+leansmt/SMT-LIB/non-incremental/QF_UFIDL/pete/5s.smt2.stdout,unsat,,203,31,2368,39630
/home/user/artifact/output/all/cvc5+leansmt/SMT-LIB/non-incremental/QF_UFIDL/pete/cxs-bp-ex.smt2.stdout,,,3853,35,,
/home/user/artifact/output/all/cvc5+leansmt/SMT-LIB/non-incremental/QF_UFIDL/pete/cxs-bp-ex-inp-safety.smt2.stdout,,,2832,34,,
/home/user/artifact/output/all/cvc5+leansmt/SMT-LIB/non-incremental/QF_UFIDL/pete/cxs-bp.smt2.stdout,,,2752,36,,
/home/user/artifact/output/all/cvc5+leansmt/SMT-LIB/non-incremental/QF_UFIDL/pete/cxs-bp-safety.smt2.stdout,,,2466,37,,
/home/user/artifact/output/all/cvc5+leansmt/SMT-LIB/non-incremental/QF_UFIDL/pete/cxs-bp-ex-safety.smt2.stdout,,,3517,38,,
/home/user/artifact/output/all/cvc5+leansmt/SMT-LIB/non-incremental/QF_UFIDL/pete/fxs-bp.smt2.stdout,,,20267,66,,
/home/user/artifact/output/all/cvc5+leansmt/SMT-LIB/non-incremental/QF_UFIDL/pete/cxs.smt2.stdout,,,4014,44,,
/home/user/artifact/output/all/cvc5+leansmt/SMT-LIB/non-incremental/QF_UFIDL/pete2/c10ni_i.smt2.stdout,,,48711,69,,
/home/user/artifact/output/all/cvc5+leansmt/SMT-LIB/non-incremental/QF_UFIDL/pete2/c8bidw.smt2.stdout,,,37522,67,,
/home/user/artifact/output/all/cvc5+leansmt/SMT-LIB/non-incremental/QF_UFIDL/pete2/c6nidw_s.smt2.stdout,,,1160,30,,
/home/user/artifact/output/all/cvc5+leansmt/SMT-LIB/non-incremental/QF_UFIDL/pete2/c7bidw.smt2.stdout,,,40539,73,,
/home/user/artifact/output/all/cvc5+leansmt/SMT-LIB/non-incremental/QF_UFIDL/pete2/c9_s.smt2.stdout,unsat,,58,30,1240,1228
/home/user/artifact/output/all/cvc5+leansmt/SMT-LIB/non-incremental/QF_UFIDL/pete2/c7nidw.smt2.stdout,,,21918,58,,
/home/user/artifact/output/all/cvc5+leansmt/SMT-LIB/non-incremental/QF_UFIDL/pete2/g10ni.smt2.stdout,,,238466,319,,
