benchmark,result,holes,solve,load,reconstruct,kernel
/home/user/artifact/output/all/cvc5+leansmt+compiler/SMT-LIB/non-incremental/QF_IDL/diamonds/diamonds.11.2.i.a.u.smt2.stdout,,,8427,93,,
/home/user/artifact/output/all/cvc5+leansmt+compiler/SMT-LIB/non-incremental/QF_IDL/diamonds/diamonds.15.5.i.a.u.smt2.stdout,,,296325,582,,
/home/user/artifact/output/all/cvc5+leansmt+compiler/SMT-LIB/non-incremental/QF_IDL/diamonds/diamonds.14.5.i.a.u.smt2.stdout,,,126885,301,,
/home/user/artifact/output/all/cvc5+leansmt+compiler/SMT-LIB/non-incremental/QF_IDL/diamonds/diamonds.10.10.i.a.u.smt2.stdout,,,7554,74,,
/home/user/artifact/output/all/cvc5+leansmt+compiler/SMT-LIB/non-incremental/QF_IDL/diamonds/diamonds.10.2.i.a.u.smt2.stdout,,,4041,80,,
/home/user/artifact/output/all/cvc5+leansmt+compiler/SMT-LIB/non-incremental/QF_IDL/diamonds/diamonds.16.5.i.a.u.smt2.stdout,,,681587,1565,,
/home/user/artifact/output/all/cvc5+leansmt+compiler/SMT-LIB/non-incremental/QF_IDL/diamonds/diamonds.12.2.i.a.u.smt2.stdout,,,22747,155,,
/home/user/artifact/output/all/cvc5+leansmt+compiler/SMT-LIB/non-incremental/QF_IDL/diamonds/diamonds.13.2.i.a.u.smt2.stdout,,,49999,240,,
/home/user/artifact/output/all/cvc5+leansmt+compiler/SMT-LIB/non-incremental/QF_IDL/diamonds/diamonds.15.10.i.a.u.smt2.stdout,,,599246,599,,
/home/user/artifact/output/all/cvc5+leansmt+compiler/SMT-LIB/non-incremental/QF_IDL/diamonds/diamonds.17.5.i.a.u.smt2.stdout,,,,,,
/home/user/artifact/output/all/cvc5+leansmt+compiler/SMT-LIB/non-incremental/QF_IDL/diamonds/diamonds.16.2.i.a.u.smt2.stdout,,,330861,1018,,
/home/user/artifact/output/all/cvc5+leansmt+compiler/SMT-LIB/non-incremental/QF_IDL/diamonds/diamonds.12.5.i.a.u.smt2.stdout,,,23971,113,,
/home/user/artifact/output/all/cvc5+leansmt+compiler/SMT-LIB/non-incremental/QF_IDL/diamonds/diamonds.13.5.i.a.u.smt2.stdout,,,52001,167,,
/home/user/artifact/output/all/cvc5+leansmt+compiler/SMT-LIB/non-incremental/QF_IDL/diamonds/diamonds.17.2.i.a.u.smt2.stdout,,,,,,
/home/user/artifact/output/all/cvc5+leansmt+compiler/SMT-LIB/non-incremental/QF_IDL/diamonds/diamonds.11.5.i.a.u.smt2.stdout,,,9641,86,,
/home/user/artifact/output/all/cvc5+leansmt+compiler/SMT-LIB/non-incremental/QF_IDL/diamonds/diamonds.15.2.i.a.u.smt2.stdout,,,275581,876,,
/home/user/artifact/output/all/cvc5+leansmt+compiler/SMT-LIB/non-incremental/QF_IDL/diamonds/diamonds.14.2.i.a.u.smt2.stdout,,,118467,424,,
/home/user/artifact/output/all/cvc5+leansmt+compiler/SMT-LIB/non-incremental/QF_IDL/diamonds/diamonds.10.5.i.a.u.smt2.stdout,,,4204,82,,
/home/user/artifact/output/all/cvc5+leansmt+compiler/SMT-LIB/non-incremental/QF_IDL/diamonds/diamonds.18.5.i.a.u.smt2.stdout,,,,,,
/home/user/artifact/output/all/cvc5+leansmt+compiler/SMT-LIB/non-incremental/QF_IDL/diamonds/diamonds.18.10.i.a.u.smt2.stdout,,,,,,
/home/user/artifact/output/all/cvc5+leansmt+compiler/SMT-LIB/non-incremental/QF_IDL/diamonds/diamonds.18.2.i.a.u.smt2.stdout,,,,,,
/home/user/artifact/output/all/cvc5+leansmt+compiler/SMT-LIB/non-incremental/QF_IDL/diamonds/diamonds.17.10.i.a.u.smt2.stdout,,,,,,
/home/user/artifact/output/all/cvc5+leansmt+compiler/SMT-LIB/non-incremental/QF_IDL/diamonds/diamonds.12.10.i.a.u.smt2.stdout,,,45212,116,,
/home/user/artifact/output/all/cvc5+leansmt+compiler/SMT-LIB/non-incremental/QF_IDL/DTP/DTP_k2_n35_c245_s7.smt2.stdout,,,2512,76,,
/home/user/artifact/output/all/cvc5+leansmt+compiler/SMT-LIB/non-incremental/QF_IDL/DTP/DTP_k2_n35_c245_s18.smt2.stdout,,,4991,88,,
/home/user/artifact/output/all/cvc5+leansmt+compiler/SMT-LIB/non-incremental/QF_IDL/DTP/DTP_k2_n35_c245_s3.smt2.stdout,,,2770,72,,
/home/user/artifact/output/all/cvc5+leansmt+compiler/SMT-LIB/non-incremental/QF_IDL/DTP/DTP_k2_n35_c210_s13.smt2.stdout,,,6646,82,,
/home/user/artifact/output/all/cvc5+leansmt+compiler/SMT-LIB/non-incremental/QF_IDL/DTP/DTP_k2_n35_c245_s10.smt2.stdout,,,5071,79,,
/home/user/artifact/output/all/cvc5+leansmt+compiler/SMT-LIB/non-incremental/QF_IDL/DTP/DTP_k2_n35_c245_s14.smt2.stdout,,,3936,80,,
/home/user/artifact/output/all/cvc5+leansmt+compiler/SMT-LIB/non-incremental/QF_IDL/DTP/DTP_k2_n35_c245_s20.smt2.stdout,,,1728,76,,
/home/user/artifact/output/all/cvc5+leansmt+compiler/SMT-LIB/non-incremental/QF_IDL/DTP/DTP_k2_n35_c210_s4.smt2.stdout,,,5983,86,,
/home/user/artifact/output/all/cvc5+leansmt+compiler/SMT-LIB/non-incremental/QF_IDL/DTP/DTP_k2_n35_c210_s12.smt2.stdout,,,4093,76,,
/home/user/artifact/output/all/cvc5+leansmt+compiler/SMT-LIB/non-incremental/QF_IDL/DTP/DTP_k2_n35_c245_s11.smt2.stdout,,,1297,69,22323,
/home/user/artifact/output/all/cvc5+leansmt+compiler/SMT-LIB/non-incremental/QF_IDL/DTP/DTP_k2_n35_c210_s16.smt2.stdout,,,1764,72,,
/home/user/artifact/output/all/cvc5+leansmt+compiler/SMT-LIB/non-incremental/QF_IDL/DTP/DTP_k2_n35_c245_s15.smt2.stdout,,,7123,82,,
/home/user/artifact/output/all/cvc5+leansmt+compiler/SMT-LIB/non-incremental/QF_IDL/DTP/DTP_k2_n35_c245_s6.smt2.stdout,,,5491,80,,
/home/user/artifact/output/all/cvc5+leansmt+compiler/SMT-LIB/non-incremental/QF_IDL/DTP/DTP_k2_n35_c245_s19.smt2.stdout,,,2634,84,,
/home/user/artifact/output/all/cvc5+leansmt+compiler/SMT-LIB/non-incremental/QF_IDL/DTP/DTP_k2_n35_c210_s6.smt2.stdout,,,2520,78,,
/home/user/artifact/output/all/cvc5+leansmt+compiler/SMT-LIB/non-incremental/QF_IDL/DTP/DTP_k2_n35_c245_s13.smt2.stdout,,,3751,76,,
/home/user/artifact/output/all/cvc5+leansmt+compiler/SMT-LIB/non-incremental/QF_IDL/DTP/DTP_k2_n35_c210_s10.smt2.stdout,,,8356,89,,
/home/user/artifact/output/all/cvc5+leansmt+compiler/SMT-LIB/non-incremental/QF_IDL/DTP/DTP_k2_n35_c245_s17.smt2.stdout,,,2100,75,,
/home/user/artifact/output/all/cvc5+leansmt+compiler/SMT-LIB/non-incremental/QF_IDL/DTP/DTP_k2_n35_c210_s14.smt2.stdout,,,2731,72,,
/home/user/artifact/output/all/cvc5+leansmt+compiler/SMT-LIB/non-incremental/QF_IDL/DTP/DTP_k2_n35_c245_s8.smt2.stdout,,,7520,88,,
/home/user/artifact/output/all/cvc5+leansmt+compiler/SMT-LIB/non-incremental/QF_IDL/DTP/DTP_k2_n35_c210_s2.smt2.stdout,,,4444,76,,
/home/user/artifact/output/all/cvc5+leansmt+compiler/SMT-LIB/non-incremental/QF_IDL/DTP/DTP_k2_n35_c245_s4.smt2.stdout,,,1537,73,,
/home/user/artifact/output/all/cvc5+leansmt+compiler/SMT-LIB/non-incremental/QF_IDL/DTP/DTP_k2_n35_c245_s5.smt2.stdout,,,1446,69,,
/home/user/artifact/output/all/cvc5+leansmt+compiler/SMT-LIB/non-incremental/QF_IDL/DTP/DTP_k2_n35_c245_s1.smt2.stdout,,,2051,73,,
/home/user/artifact/output/all/cvc5+leansmt+compiler/SMT-LIB/non-incremental/QF_IDL/DTP/DTP_k2_n35_c245_s12.smt2.stdout,,,6143,84,,
/home/user/artifact/output/all/cvc5+leansmt+compiler/SMT-LIB/non-incremental/QF_IDL/DTP/DTP_k2_n35_c245_s16.smt2.stdout,,,3966,82,,
/home/user/artifact/output/all/cvc5+leansmt+compiler/SMT-LIB/non-incremental/QF_IDL/DTP/DTP_k2_n35_c245_s9.smt2.stdout,,,10037,90,,
/home/user/artifact/output/all/cvc5+leansmt+compiler/SMT-LIB/non-incremental/QF_IDL/DTP/DTP_k2_n35_c210_s3.smt2.stdout,,,3847,75,,
/home/user/artifact/output/all/cvc5+leansmt+compiler/SMT-LIB/non-incremental/QF_IDL/parity/15.300.graph.smt2.stdout,,,2735,76,16297,
/home/user/artifact/output/all/cvc5+leansmt+compiler/SMT-LIB/non-incremental/QF_IDL/parity/30.100.graph.smt2.stdout,unsat,,58,67,62,360
/home/user/artifact/output/all/cvc5+leansmt+compiler/SMT-LIB/non-incremental/QF_IDL/parity/20.700.graph.smt2.stdout,,,11818,91,,
/home/user/artifact/output/all/cvc5+leansmt+compiler/SMT-LIB/non-incremental/QF_IDL/parity/07.800.graph.smt2.stdout,,,14927,100,80623,
/home/user/artifact/output/all/cvc5+leansmt+compiler/SMT-LIB/non-incremental/QF_IDL/parity/19.800.graph.smt2.stdout,,,18388,111,,
/home/user/artifact/output/all/cvc5+leansmt+compiler/SMT-LIB/non-incremental/QF_IDL/parity/29.300.graph.smt2.stdout,unsat,,1972,71,3920,18016
/home/user/artifact/output/all/cvc5+leansmt+compiler/SMT-LIB/non-incremental/QF_IDL/parity/05.400.graph.smt2.stdout,,,3757,76,17266,
/home/user/artifact/output/all/cvc5+leansmt+compiler/SMT-LIB/non-incremental/QF_IDL/parity/27.700.graph.smt2.stdout,,,10767,104,,
/home/user/artifact/output/all/cvc5+leansmt+compiler/SMT-LIB/non-incremental/QF_IDL/parity/12.300.graph.smt2.stdout,unsat,,1646,70,6398,40700
/home/user/artifact/output/all/cvc5+leansmt+compiler/SMT-LIB/non-incremental/QF_IDL/parity/05.600.graph.smt2.stdout,,,26260,99,,
/home/user/artifact/output/all/cvc5+leansmt+compiler/SMT-LIB/non-incremental/QF_IDL/parity/02.400.graph.smt2.stdout,,,5422,82,,
/home/user/artifact/output/all/cvc5+leansmt+compiler/SMT-LIB/non-incremental/QF_IDL/parity/15.100.graph.smt2.stdout,unsat,,329,71,1342,28203
/home/user/artifact/output/all/cvc5+leansmt+compiler/SMT-LIB/non-incremental/QF_IDL/parity/27.600.graph.smt2.stdout,,,411451,170,,
/home/user/artifact/output/all/cvc5+leansmt+compiler/SMT-LIB/non-incremental/QF_IDL/parity/20.500.graph.smt2.stdout,unsat,,5327,75,8855,29793
/home/user/artifact/output/all/cvc5+leansmt+compiler/SMT-LIB/non-incremental/QF_IDL/parity/05.200.graph.smt2.stdout,unsat,,796,69,966,5180
/home/user/artifact/output/all/cvc5+leansmt+compiler/SMT-LIB/non-incremental/QF_IDL/parity/12.700.graph.smt2.stdout,,,10822,96,,
/home/user/artifact/output/all/cvc5+leansmt+compiler/SMT-LIB/non-incremental/QF_IDL/parity/15.400.graph.smt2.stdout,unsat,,3120,73,10299,59620
/home/user/artifact/output/all/cvc5+leansmt+compiler/SMT-LIB/non-incremental/QF_IDL/parity/29.500.graph.smt2.stdout,unsat,,5986,80,10997,22324
/home/user/artifact/output/all/cvc5+leansmt+compiler/SMT-LIB/non-incremental/QF_IDL/parity/17.800.graph.smt2.stdout,,,14708,92,64224,
/home/user/artifact/output/all/cvc5+leansmt+compiler/SMT-LIB/non-incremental/QF_IDL/parity/15.500.graph.smt2.stdout,,,5080,78,16988,
/home/user/artifact/output/all/cvc5+leansmt+compiler/SMT-LIB/non-incremental/QF_IDL/parity/05.300.graph.smt2.stdout,unsat,,1800,72,2023,8097
/home/user/artifact/output/all/cvc5+leansmt+compiler/SMT-LIB/non-incremental/QF_IDL/parity/20.300.graph.smt2.stdout,unsat,,1962,73,3694,23607
/home/user/artifact/output/all/cvc5+leansmt+compiler/SMT-LIB/non-incremental/QF_IDL/parity/29.600.graph.smt2.stdout,,,31411,121,,
/home/user/artifact/output/all/cvc5+leansmt+compiler/SMT-LIB/non-incremental/QF_IDL/parity/02.200.graph.smt2.stdout,unsat,,261,67,441,2530
/home/user/artifact/output/all/cvc5+leansmt+compiler/SMT-LIB/non-incremental/QF_IDL/parity/12.400.graph.smt2.stdout,,,4425,80,12837,
/home/user/artifact/output/all/cvc5+leansmt+compiler/SMT-LIB/non-incremental/QF_IDL/parity/15.700.graph.smt2.stdout,,,45086,106,,
/home/user/artifact/output/all/cvc5+leansmt+compiler/SMT-LIB/non-incremental/QF_IDL/parity/12.500.graph.smt2.stdout,,,5228,90,13514,
/home/user/artifact/output/all/cvc5+leansmt+compiler/SMT-LIB/non-incremental/QF_IDL/parity/10.800.graph.smt2.stdout,,,14604,96,71069,
/home/user/artifact/output/all/cvc5+leansmt+compiler/SMT-LIB/non-incremental/QF_IDL/parity/30.400.graph.smt2.stdout,,,3434,87,10908,
/home/user/artifact/output/all/cvc5+leansmt+compiler/SMT-LIB/non-incremental/QF_IDL/parity/27.100.graph.smt2.stdout,unsat,,73,70,94,907
/home/user/artifact/output/all/cvc5+leansmt+compiler/SMT-LIB/non-incremental/QF_IDL/parity/02.800.graph.smt2.stdout,,,14652,96,,
/home/user/artifact/output/all/cvc5+leansmt+compiler/SMT-LIB/non-incremental/QF_IDL/parity/07.600.graph.smt2.stdout,,,7898,88,51817,
/home/user/artifact/output/all/cvc5+leansmt+compiler/SMT-LIB/non-incremental/QF_IDL/parity/19.600.graph.smt2.stdout,,,6966,87,,
/home/user/artifact/output/all/cvc5+leansmt+compiler/SMT-LIB/non-incremental/QF_IDL/parity/07.700.graph.smt2.stdout,,,11107,94,,
/home/user/artifact/output/all/cvc5+leansmt+compiler/SMT-LIB/non-incremental/QF_IDL/parity/19.700.graph.smt2.stdout,,,11793,105,,
/home/user/artifact/output/all/cvc5+leansmt+compiler/SMT-LIB/non-incremental/QF_IDL/parity/17.100.graph.smt2.stdout,unsat,,218,70,624,9116
/home/user/artifact/output/all/cvc5+leansmt+compiler/SMT-LIB/non-incremental/QF_IDL/parity/10.200.graph.smt2.stdout,unsat,,860,71,2077,18841
/home/user/artifact/output/all/cvc5+leansmt+compiler/SMT-LIB/non-incremental/QF_IDL/parity/09.300.graph.smt2.stdout,unsat,,1564,71,1689,16013
/home/user/artifact/output/all/cvc5+leansmt+compiler/SMT-LIB/non-incremental/QF_IDL/parity/17.300.graph.smt2.stdout,unsat,,782,68,1868,8251
/home/user/artifact/output/all/cvc5+leansmt+compiler/SMT-LIB/non-incremental/QF_IDL/parity/22.700.graph.smt2.stdout,unsat,,11590,90,60120,52045
/home/user/artifact/output/all/cvc5+leansmt+compiler/SMT-LIB/non-incremental/QF_IDL/parity/25.400.graph.smt2.stdout,unsat,,3952,86,9440,37626
/home/user/artifact/output/all/cvc5+leansmt+compiler/SMT-LIB/non-incremental/QF_IDL/parity/22.600.graph.smt2.stdout,unsat,,3627,86,19950,27700
/home/user/artifact/output/all/cvc5+leansmt+compiler/SMT-LIB/non-incremental/QF_IDL/parity/27.800.graph.smt2.stdout,,,15238,100,116593,
/home/user/artifact/output/all/cvc5+leansmt+compiler/SMT-LIB/non-incremental/QF_IDL/parity/17.200.graph.smt2.stdout,unsat,,270,64,323,2160
/home/user/artifact/output/all/cvc5+leansmt+compiler/SMT-LIB/non-incremental/QF_IDL/parity/07.100.graph.smt2.stdout,unsat,,75,67,78,557
/home/user/artifact/output/all/cvc5+leansmt+compiler/SMT-LIB/non-incremental/QF_IDL/parity/30.800.graph.smt2.stdout,,,15288,116,,
/home/user/artifact/output/all/cvc5+leansmt+compiler/SMT-LIB/non-incremental/QF_IDL/parity/17.600.graph.smt2.stdout,,,7382,85,,
/home/user/artifact/output/all/cvc5+leansmt+compiler/SMT-LIB/non-incremental/QF_IDL/parity/09.600.graph.smt2.stdout,,,23704,97,,
/home/user/artifact/output/all/cvc5+leansmt+compiler/SMT-LIB/non-incremental/QF_IDL/parity/19.200.graph.smt2.stdout,,,1101,72,8451,
/home/user/artifact/output/all/cvc5+leansmt+compiler/SMT-LIB/non-incremental/QF_IDL/parity/10.700.graph.smt2.stdout,,,11819,86,64159,
/home/user/artifact/output/all/cvc5+leansmt+compiler/SMT-LIB/non-incremental/QF_IDL/parity/17.400.graph.smt2.stdout,,,4159,89,51577,
/home/user/artifact/output/all/cvc5+leansmt+compiler/SMT-LIB/non-incremental/QF_IDL/parity/25.300.graph.smt2.stdout,,,2119,78,6832,
/home/user/artifact/output/all/cvc5+leansmt+compiler/SMT-LIB/non-incremental/QF_IDL/parity/15.800.graph.smt2.stdout,,,13008,102,67959,
/home/user/artifact/output/all/cvc5+leansmt+compiler/SMT-LIB/non-incremental/QF_IDL/parity/22.100.graph.smt2.stdout,unsat,,170,67,182,2669
/home/user/artifact/output/all/cvc5+leansmt+compiler/SMT-LIB/non-incremental/QF_IDL/parity/09.500.graph.smt2.stdout,,,15170,88,,
/home/user/artifact/output/all/cvc5+leansmt+compiler/SMT-LIB/non-incremental/QF_IDL/parity/17.500.graph.smt2.stdout,,,5995,79,,
/home/user/artifact/output/all/cvc5+leansmt+compiler/SMT-LIB/non-incremental/QF_IDL/parity/07.300.graph.smt2.stdout,unsat,,1608,83,2149,15952
/home/user/artifact/output/all/cvc5+leansmt+compiler/SMT-LIB/non-incremental/QF_IDL/parity/18.100.graph.smt2.stdout,unsat,,77,70,158,1684
/home/user/artifact/output/all/cvc5+leansmt+compiler/SMT-LIB/non-incremental/QF_IDL/parity/16.700.graph.smt2.stdout,unsat,,5158,77,40206,58675
/home/user/artifact/output/all/cvc5+leansmt+compiler/SMT-LIB/non-incremental/QF_IDL/parity/08.700.graph.smt2.stdout,,,12188,93,73455,
/home/user/artifact/output/all/cvc5+leansmt+compiler/SMT-LIB/non-incremental/QF_IDL/parity/11.500.graph.smt2.stdout,,,5825,94,25392,
/home/user/artifact/output/all/cvc5+leansmt+compiler/SMT-LIB/non-incremental/QF_IDL/parity/24.100.graph.smt2.stdout,unsat,,247,73,432,2772
/home/user/artifact/output/all/cvc5+leansmt+compiler/SMT-LIB/non-incremental/QF_IDL/parity/28.800.graph.smt2.stdout,,,26835,123,,
/home/user/artifact/output/all/cvc5+leansmt+compiler/SMT-LIB/non-incremental/QF_IDL/parity/01.100.graph.smt2.stdout,unsat,,157,67,289,4639
/home/user/artifact/output/all/cvc5+leansmt+compiler/SMT-LIB/non-incremental/QF_IDL/parity/06.200.graph.smt2.stdout,,,1115,71,3573,
/home/user/artifact/output/all/cvc5+leansmt+compiler/SMT-LIB/non-incremental/QF_IDL/parity/11.700.graph.smt2.stdout,,,16958,114,,
/home/user/artifact/output/all/cvc5+leansmt+compiler/SMT-LIB/non-incremental/QF_IDL/parity/16.400.graph.smt2.stdout,,,20558,88,,
/home/user/artifact/output/all/cvc5+leansmt+compiler/SMT-LIB/non-incremental/QF_IDL/parity/24.300.graph.smt2.stdout,unsat,,1787,72,7885,58207
/home/user/artifact/output/all/cvc5+leansmt+compiler/SMT-LIB/non-incremental/QF_IDL/parity/14.800.graph.smt2.stdout,,,6061,88,61101,
/home/user/artifact/output/all/cvc5+leansmt+compiler/SMT-LIB/non-incremental/QF_IDL/parity/23.100.graph.smt2.stdout,unsat,,144,71,249,2643
/home/user/artifact/output/all/cvc5+leansmt+compiler/SMT-LIB/non-incremental/QF_IDL/parity/03.800.graph.smt2.stdout,,,14031,377,55340,
/home/user/artifact/output/all/cvc5+leansmt+compiler/SMT-LIB/non-incremental/QF_IDL/parity/01.500.graph.smt2.stdout,,,7194,82,,
/home/user/artifact/output/all/cvc5+leansmt+compiler/SMT-LIB/non-incremental/QF_IDL/parity/18.600.graph.smt2.stdout,,,8370,84,35465,
/home/user/artifact/output/all/cvc5+leansmt+compiler/SMT-LIB/non-incremental/QF_IDL/parity/16.100.graph.smt2.stdout,unsat,,218,67,232,1520
/home/user/artifact/output/all/cvc5+leansmt+compiler/SMT-LIB/non-incremental/QF_IDL/parity/08.100.graph.smt2.stdout,unsat,,240,71,1130,15200
/home/user/artifact/output/all/cvc5+leansmt+compiler/SMT-LIB/non-incremental/QF_IDL/parity/11.200.graph.smt2.stdout,unsat,,569,71,2133,17641
/home/user/artifact/output/all/cvc5+leansmt+compiler/SMT-LIB/non-incremental/QF_IDL/parity/24.600.graph.smt2.stdout,,,8992,88,44973,
/home/user/artifact/output/all/cvc5+leansmt+compiler/SMT-LIB/non-incremental/QF_IDL/parity/01.600.graph.smt2.stdout,,,60714,117,,
/home/user/artifact/output/all/cvc5+leansmt+compiler/SMT-LIB/non-incremental/QF_IDL/parity/06.500.graph.smt2.stdout,,,5823,84,18646,
/home/user/artifact/output/all/cvc5+leansmt+compiler/SMT-LIB/non-incremental/QF_IDL/parity/04.800.graph.smt2.stdout,,,16999,98,,
/home/user/artifact/output/all/cvc5+leansmt+compiler/SMT-LIB/non-incremental/QF_IDL/parity/23.700.graph.smt2.stdout,,,11972,89,,
/home/user/artifact/output/all/cvc5+leansmt+compiler/SMT-LIB/non-incremental/QF_IDL/parity/24.400.graph.smt2.stdout,,,3455,76,19164,
/home/user/artifact/output/all/cvc5+leansmt+compiler/SMT-LIB/non-incremental/QF_IDL/parity/24.500.graph.smt2.stdout,,,12000,93,,
/home/user/artifact/output/all/cvc5+leansmt+compiler/SMT-LIB/non-incremental/QF_IDL/parity/26.800.graph.smt2.stdout,unsat,,5693,78,44977,51355
/home/user/artifact/output/all/cvc5+leansmt+compiler/SMT-LIB/non-incremental/QF_IDL/parity/18.400.graph.smt2.stdout,,,3754,79,20812,
/home/user/artifact/output/all/cvc5+leansmt+compiler/SMT-LIB/non-incremental/QF_IDL/parity/06.400.graph.smt2.stdout,,,3281,73,11942,
/home/user/artifact/output/all/cvc5+leansmt+compiler/SMT-LIB/non-incremental/QF_IDL/parity/11.100.graph.smt2.stdout,unsat,,81,67,89,599
/home/user/artifact/output/all/cvc5+leansmt+compiler/SMT-LIB/non-incremental/QF_IDL/parity/03.100.graph.smt2.stdout,unsat,,179,71,189,1596
/home/user/artifact/output/all/cvc5+leansmt+compiler/SMT-LIB/non-incremental/QF_IDL/parity/14.400.graph.smt2.stdout,,,3975,73,16152,
/home/user/artifact/output/all/cvc5+leansmt+compiler/SMT-LIB/non-incremental/QF_IDL/parity/28.500.graph.smt2.stdout,,,9999,98,,
/home/user/artifact/output/all/cvc5+leansmt+compiler/SMT-LIB/non-incremental/QF_IDL/parity/26.200.graph.smt2.stdout,unsat,,789,71,2126,39366
/home/user/artifact/output/all/cvc5+leansmt+compiler/SMT-LIB/non-incremental/QF_IDL/parity/08.800.graph.smt2.stdout,,,472559,156,,
/home/user/artifact/output/all/cvc5+leansmt+compiler/SMT-LIB/non-incremental/QF_IDL/parity/28.600.graph.smt2.stdout,,,8938,101,,
/home/user/artifact/output/all/cvc5+leansmt+compiler/SMT-LIB/non-incremental/QF_IDL/parity/04.100.graph.smt2.stdout,unsat,,195,83,262,5211
/home/user/artifact/output/all/cvc5+leansmt+compiler/SMT-LIB/non-incremental/QF_IDL/parity/13.400.graph.smt2.stdout,,,3402,125,9044,
