benchmark,result,holes,solve,load,reconstruct,kernel
/home/user/artifact/output/all/cvc5+leansmt-compiler/SMT-LIB/non-incremental/QF_UFLRA/cpachecker-induction-svcomp14/cpachecker-induction.Problem01_40_true-unreach-call.c.smt2.stdout,,,10861,71,,
/home/user/artifact/output/all/cvc5+leansmt-compiler/SMT-LIB/non-incremental/QF_UFLRA/cpachecker-induction-svcomp14/cpachecker-induction.43_1a_cilled_true-unreach-call_ok_nondet_linux-43_1a-drivers--input--touchscreen--touchright.ko-ldv_main0_sequence_infinite_withcheck_stateful.cil.out.c.smt2.stdout,unsat,,9,64,2,2
/home/user/artifact/output/all/cvc5+leansmt-compiler/SMT-LIB/non-incremental/QF_UFLRA/cpachecker-induction-svcomp14/cpachecker-induction.Problem03_40_true-unreach-call.c.smt2.stdout,,,296873,97,,
/home/user/artifact/output/all/cvc5+leansmt-compiler/SMT-LIB/non-incremental/QF_UFLRA/cpachecker-induction-svcomp14/cpachecker-induction.test_locks_13_true-unreach-call.c.smt2.stdout,unsat,,127,68,291,2084
/home/user/artifact/output/all/cvc5+leansmt-compiler/SMT-LIB/non-incremental/QF_UFLRA/cpachecker-induction-svcomp14/cpachecker-induction.minepump_spec2_product61_true-unreach-call.cil.c.smt2.stdout,unsat,,485,71,1668,22411
/home/user/artifact/output/all/cvc5+leansmt-compiler/SMT-LIB/non-incremental/QF_UFLRA/cpachecker-induction-svcomp14/cpachecker-induction.test_locks_5_true-unreach-call_false-termination.c.smt2.stdout,unsat,,36,72,93,578
/home/user/artifact/output/all/cvc5+leansmt-compiler/SMT-LIB/non-incremental/QF_UFLRA/cpachecker-induction-svcomp14/cpachecker-induction.43_1a_cilled_true-unreach-call_ok_nondet_linux-43_1a-drivers--input--touchscreen--hampshire.ko-ldv_main0_sequence_infinite_withcheck_stateful.cil.out.c.smt2.stdout,unsat,,8,70,2,2
/home/user/artifact/output/all/cvc5+leansmt-compiler/SMT-LIB/non-incremental/QF_UFLRA/cpachecker-induction-svcomp14/cpachecker-induction.43_1a_cilled_true-unreach-call_ok_nondet_linux-43_1a-drivers--input--touchscreen--tsc40.ko-ldv_main0_sequence_infinite_withcheck_stateful.cil.out.c.smt2.stdout,unsat,,9,68,2,2
/home/user/artifact/output/all/cvc5+leansmt-compiler/SMT-LIB/non-incremental/QF_UFLRA/cpachecker-induction-svcomp14/cpachecker-induction.minepump_spec4_product50_true-unreach-call.cil.c.smt2.stdout,unsat,,286,68,1353,21666
/home/user/artifact/output/all/cvc5+leansmt-compiler/SMT-LIB/non-incremental/QF_UFLRA/cpachecker-induction-svcomp14/cpachecker-induction.minepump_spec2_product38_true-unreach-call.cil.c.smt2.stdout,unsat,,259,68,2209,15847
/home/user/artifact/output/all/cvc5+leansmt-compiler/SMT-LIB/non-incremental/QF_UFLRA/cpachecker-induction-svcomp14/cpachecker-induction.43_1a_cilled_true-unreach-call_ok_nondet_linux-43_1a-drivers--input--touchscreen--gunze.ko-ldv_main0_sequence_infinite_withcheck_stateful.cil.out.c.smt2.stdout,unsat,,8,67,2,2
/home/user/artifact/output/all/cvc5+leansmt-compiler/SMT-LIB/non-incremental/QF_UFLRA/cpachecker-induction-svcomp14/cpachecker-induction.minepump_spec2_product45_true-unreach-call.cil.c.smt2.stdout,,,378,69,,
/home/user/artifact/output/all/cvc5+leansmt-compiler/SMT-LIB/non-incremental/QF_UFLRA/cpachecker-induction-svcomp14/cpachecker-induction.minepump_spec2_product37_true-unreach-call.cil.c.smt2.stdout,unsat,,238,76,1493,12295
/home/user/artifact/output/all/cvc5+leansmt-compiler/SMT-LIB/non-incremental/QF_UFLRA/cpachecker-induction-svcomp14/cpachecker-induction.32_1_cilled_true-unreach-call_ok_nondet_linux-3.4-32_1-drivers--media--video--gspca--gspca_stv0680.ko-ldv_main0_sequence_infinite_withcheck_stateful.cil.out.c.smt2.stdout,unsat,,323,73,902,24474
/home/user/artifact/output/all/cvc5+leansmt-compiler/SMT-LIB/non-incremental/QF_UFLRA/cpachecker-induction-svcomp14/cpachecker-induction.test_locks_6_true-unreach-call_false-termination.c.smt2.stdout,unsat,,40,67,117,686
/home/user/artifact/output/all/cvc5+leansmt-compiler/SMT-LIB/non-incremental/QF_UFLRA/cpachecker-induction-svcomp14/cpachecker-induction.43_1a_cilled_true-unreach-call_ok_nondet_linux-43_1a-drivers--input--misc--ab8500-ponkey.ko-ldv_main0_sequence_infinite_withcheck_stateful.cil.out.c.smt2.stdout,unsat,,9,67,1,1
/home/user/artifact/output/all/cvc5+leansmt-compiler/SMT-LIB/non-incremental/QF_UFLRA/cpachecker-induction-svcomp14/cpachecker-induction.43_1a_cilled_true-unreach-call_ok_nondet_linux-43_1a-drivers--net--arcnet--rfc1051.ko-ldv_main0_sequence_infinite_withcheck_stateful.cil.out.c.smt2.stdout,unsat,,9,70,1,1
/home/user/artifact/output/all/cvc5+leansmt-compiler/SMT-LIB/non-incremental/QF_UFLRA/cpachecker-induction-svcomp14/cpachecker-induction.Problem03_10_true-unreach-call.c.smt2.stdout,,,323775,87,,
/home/user/artifact/output/all/cvc5+leansmt-compiler/SMT-LIB/non-incremental/QF_UFLRA/cpachecker-induction-svcomp14/cpachecker-induction.test_locks_14_true-unreach-call.c.smt2.stdout,unsat,,144,68,322,2303
/home/user/artifact/output/all/cvc5+leansmt-compiler/SMT-LIB/non-incremental/QF_UFLRA/cpachecker-induction-svcomp14/cpachecker-induction.test_locks_7_true-unreach-call_false-termination.c.smt2.stdout,unsat,,53,65,161,1352
/home/user/artifact/output/all/cvc5+leansmt-compiler/SMT-LIB/non-incremental/QF_UFLRA/cpachecker-induction-svcomp14/cpachecker-induction.Problem01_10_true-unreach-call.c.smt2.stdout,,,11038,69,,
/home/user/artifact/output/all/cvc5+leansmt-compiler/SMT-LIB/non-incremental/QF_UFLRA/cpachecker-induction-svcomp14/cpachecker-induction.Problem07_10_true-unreach-call.c.smt2.stdout,,,,,,
/home/user/artifact/output/all/cvc5+leansmt-compiler/SMT-LIB/non-incremental/QF_UFLRA/cpachecker-induction-svcomp14/cpachecker-induction.minepump_spec3_product34_true-unreach-call.cil.c.smt2.stdout,unsat,,159,69,689,7087
/home/user/artifact/output/all/cvc5+leansmt-compiler/SMT-LIB/non-incremental/QF_UFLRA/cpachecker-induction-svcomp14/cpachecker-induction.minepump_spec3_product46_true-unreach-call.cil.c.smt2.stdout,unsat,,362,65,1673,31913
/home/user/artifact/output/all/cvc5+leansmt-compiler/SMT-LIB/non-incremental/QF_UFLRA/cpachecker-induction-svcomp14/cpachecker-induction.43_1a_cilled_true-unreach-call_ok_nondet_linux-43_1a-drivers--staging--iio--iio_dummy_evgen.ko-ldv_main0_sequence_infinite_withcheck_stateful.cil.out.c.smt2.stdout,unsat,,9,71,2,2
/home/user/artifact/output/all/cvc5+leansmt-compiler/SMT-LIB/non-incremental/QF_UFLRA/cpachecker-induction-svcomp14/cpachecker-induction.diskperf_true-unreach-call.i.cil.c.smt2.stdout,unsat,,852,69,2573,34075
/home/user/artifact/output/all/cvc5+leansmt-compiler/SMT-LIB/non-incremental/QF_UFLRA/cpachecker-induction-svcomp14/cpachecker-induction.string_true-unreach-call.i.smt2.stdout,unsat,,21,69,54,402
/home/user/artifact/output/all/cvc5+leansmt-compiler/SMT-LIB/non-incremental/QF_UFLRA/cpachecker-induction-svcomp14/cpachecker-induction.Problem10_20_true-unreach-call.c.smt2.stdout,,,2123,67,10983,
/home/user/artifact/output/all/cvc5+leansmt-compiler/SMT-LIB/non-incremental/QF_UFLRA/cpachecker-induction-svcomp14/cpachecker-induction.email_spec27_product13_true-unreach-call.cil.c.smt2.stdout,,,1797,70,5522,
/home/user/artifact/output/all/cvc5+leansmt-compiler/SMT-LIB/non-incremental/QF_UFLRA/cpachecker-induction-svcomp14/cpachecker-induction.Problem02_40_true-unreach-call.c.smt2.stdout,unsat,,9765,75,10555,22303
/home/user/artifact/output/all/cvc5+leansmt-compiler/SMT-LIB/non-incremental/QF_UFLRA/cpachecker-induction-svcomp14/cpachecker-induction.test_locks_8_true-unreach-call_false-termination.c.smt2.stdout,unsat,,62,70,162,994
/home/user/artifact/output/all/cvc5+leansmt-compiler/SMT-LIB/non-incremental/QF_UFLRA/cpachecker-induction-svcomp14/cpachecker-induction.m0_true-unreach-call_drivers-net-slip-ko--108_1a--1b0b0ac.c.smt2.stdout,,,37726,158,,
/home/user/artifact/output/all/cvc5+leansmt-compiler/SMT-LIB/non-incremental/QF_UFLRA/cpachecker-induction-svcomp14/cpachecker-induction.Problem14_20_true-unreach-call.c.smt2.stdout,unsat,,3553,74,6969,47232
/home/user/artifact/output/all/cvc5+leansmt-compiler/SMT-LIB/non-incremental/QF_UFLRA/cpachecker-induction-svcomp14/cpachecker-induction.43_1a_cilled_true-unreach-call_ok_nondet_linux-43_1a-drivers--usb--serial--mos7840.ko-ldv_main0_sequence_infinite_withcheck_stateful.cil.out.c.smt2.stdout,,,1131521,445,,
/home/user/artifact/output/all/cvc5+leansmt-compiler/SMT-LIB/non-incremental/QF_UFLRA/cpachecker-induction-svcomp14/cpachecker-induction.Problem10_10_true-unreach-call.c.smt2.stdout,unsat,,2127,71,4173,22628
/home/user/artifact/output/all/cvc5+leansmt-compiler/SMT-LIB/non-incremental/QF_UFLRA/cpachecker-induction-svcomp14/cpachecker-induction.43_1a_cilled_true-unreach-call_ok_nondet_linux-43_1a-drivers--input--joystick--stinger.ko-ldv_main0_sequence_infinite_withcheck_stateful.cil.out.c.smt2.stdout,unsat,,8,69,2,2
/home/user/artifact/output/all/cvc5+leansmt-compiler/SMT-LIB/non-incremental/QF_UFLRA/cpachecker-induction-svcomp14/cpachecker-induction.while_infinite_loop_3_true-unreach-call_false-termination.i.smt2.stdout,unsat,,8,69,1,1
/home/user/artifact/output/all/cvc5+leansmt-compiler/SMT-LIB/non-incremental/QF_UFLRA/cpachecker-induction-svcomp14/cpachecker-induction.test_locks_9_true-unreach-call.c.smt2.stdout,unsat,,75,68,201,1646
/home/user/artifact/output/all/cvc5+leansmt-compiler/SMT-LIB/non-incremental/QF_UFLRA/cpachecker-induction-svcomp14/cpachecker-induction.43_1a_cilled_true-unreach-call_ok_nondet_linux-43_1a-drivers--input--touchscreen--touchwin.ko-ldv_main0_sequence_infinite_withcheck_stateful.cil.out.c.smt2.stdout,unsat,,8,71,2,2
/home/user/artifact/output/all/cvc5+leansmt-compiler/SMT-LIB/non-incremental/QF_UFLRA/cpachecker-induction-svcomp14/cpachecker-induction.minepump_spec4_product57_true-unreach-call.cil.c.smt2.stdout,unsat,,349,69,1626,30460
/home/user/artifact/output/all/cvc5+leansmt-compiler/SMT-LIB/non-incremental/QF_UFLRA/cpachecker-induction-svcomp14/cpachecker-induction.minepump_spec1_product62_true-unreach-call.cil.c.smt2.stdout,,,586,67,2734,
/home/user/artifact/output/all/cvc5+leansmt-compiler/SMT-LIB/non-incremental/QF_UFLRA/cpachecker-induction-svcomp14/cpachecker-induction.43_1a_cilled_true-unreach-call_ok_nondet_linux-43_1a-drivers--input--misc--pcap_keys.ko-ldv_main0_sequence_infinite_withcheck_stateful.cil.out.c.smt2.stdout,unsat,,9,66,1,1
/home/user/artifact/output/all/cvc5+leansmt-compiler/SMT-LIB/non-incremental/QF_UFLRA/cpachecker-induction-svcomp14/cpachecker-induction.43_1a_cilled_true-unreach-call_ok_nondet_linux-43_1a-drivers--rtc--rtc-ds1390.ko-ldv_main0_sequence_infinite_withcheck_stateful.cil.out.c.smt2.stdout,unsat,,9,79,1,1
/home/user/artifact/output/all/cvc5+leansmt-compiler/SMT-LIB/non-incremental/QF_UFLRA/cpachecker-induction-svcomp14/cpachecker-induction.minepump_spec4_product58_true-unreach-call.cil.c.smt2.stdout,unsat,,354,72,1256,12918
/home/user/artifact/output/all/cvc5+leansmt-compiler/SMT-LIB/non-incremental/QF_UFLRA/cpachecker-induction-svcomp14/cpachecker-induction.Problem04_20_true-unreach-call.c.smt2.stdout,,,,,,
/home/user/artifact/output/all/cvc5+leansmt-compiler/SMT-LIB/non-incremental/QF_UFLRA/cpachecker-induction-svcomp14/cpachecker-induction.43_1a_cilled_true-unreach-call_ok_nondet_linux-43_1a-drivers--input--touchscreen--inexio.ko-ldv_main0_sequence_infinite_withcheck_stateful.cil.out.c.smt2.stdout,unsat,,8,71,1,2
/home/user/artifact/output/all/cvc5+leansmt-compiler/SMT-LIB/non-incremental/QF_UFLRA/cpachecker-induction-svcomp14/cpachecker-induction.test_locks_15_true-unreach-call_false-termination.c.smt2.stdout,unsat,,168,73,369,2799
/home/user/artifact/output/all/cvc5+leansmt-compiler/SMT-LIB/non-incremental/QF_UFLRA/cpachecker-induction-svcomp14/cpachecker-induction.minepump_spec1_product46_true-unreach-call.cil.c.smt2.stdout,unsat,,360,71,1569,25711
/home/user/artifact/output/all/cvc5+leansmt-compiler/SMT-LIB/non-incremental/QF_UFLRA/cpachecker-induction-svcomp14/cpachecker-induction.minepump_spec4_product61_true-unreach-call.cil.c.smt2.stdout,unsat,,490,65,1880,27236
/home/user/artifact/output/all/cvc5+leansmt-compiler/SMT-LIB/non-incremental/QF_UFLRA/cpachecker-induction-svcomp14/cpachecker-induction.Problem04_10_true-unreach-call.c.smt2.stdout,,,,,,
/home/user/artifact/output/all/cvc5+leansmt-compiler/SMT-LIB/non-incremental/QF_UFLRA/cpachecker-induction-svcomp14/cpachecker-induction.Problem02_10_true-unreach-call.c.smt2.stdout,,,9431,71,,
/home/user/artifact/output/all/cvc5+leansmt-compiler/SMT-LIB/non-incremental/QF_UFLRA/cpachecker-induction-svcomp14/cpachecker-induction.43_1a_cilled_true-unreach-call_ok_nondet_linux-43_1a-drivers--input--touchscreen--touchit213.ko-ldv_main0_sequence_infinite_withcheck_stateful.cil.out.c.smt2.stdout,unsat,,8,71,2,2
/home/user/artifact/output/all/cvc5+leansmt-compiler/SMT-LIB/non-incremental/QF_UFLRA/cpachecker-induction-svcomp14/cpachecker-induction.minepump_spec3_product41_true-unreach-call.cil.c.smt2.stdout,unsat,,243,72,943,10626
/home/user/artifact/output/all/cvc5+leansmt-compiler/SMT-LIB/non-incremental/QF_UFLRA/cpachecker-induction-svcomp14/cpachecker-induction.43_1a_cilled_true-unreach-call_ok_nondet_linux-43_1a-drivers--input--misc--mpu3050.ko-ldv_main0_sequence_infinite_withcheck_stateful.cil.out.c.smt2.stdout,unsat,,8,76,1,1
/home/user/artifact/output/all/cvc5+leansmt-compiler/SMT-LIB/non-incremental/QF_UFLRA/cpachecker-induction-svcomp14/cpachecker-induction.minepump_spec3_product33_true-unreach-call.cil.c.smt2.stdout,unsat,,156,66,658,6776
/home/user/artifact/output/all/cvc5+leansmt-compiler/SMT-LIB/non-incremental/QF_UFLRA/cpachecker-induction-svcomp14/cpachecker-induction.minepump_spec4_product62_true-unreach-call.cil.c.smt2.stdout,,,602,72,3097,
/home/user/artifact/output/all/cvc5+leansmt-compiler/SMT-LIB/non-incremental/QF_UFLRA/cpachecker-induction-svcomp14/cpachecker-induction.Problem07_50_true-unreach-call.c.smt2.stdout,,,,,,
/home/user/artifact/output/all/cvc5+leansmt-compiler/SMT-LIB/non-incremental/QF_UFLRA/cpachecker-induction-svcomp14/cpachecker-induction.minepump_spec3_product42_true-unreach-call.cil.c.smt2.stdout,unsat,,239,69,1123,18502
/home/user/artifact/output/all/cvc5+leansmt-compiler/SMT-LIB/non-incremental/QF_UFLRA/cpachecker-induction-svcomp14/cpachecker-induction.minepump_spec2_product53_true-unreach-call.cil.c.smt2.stdout,unsat,,409,69,3281,19294
/home/user/artifact/output/all/cvc5+leansmt-compiler/SMT-LIB/non-incremental/QF_UFLRA/cpachecker-induction-svcomp14/cpachecker-induction.minepump_spec4_product49_true-unreach-call.cil.c.smt2.stdout,unsat,,289,65,1320,19012
/home/user/artifact/output/all/cvc5+leansmt-compiler/SMT-LIB/non-incremental/QF_UFLRA/cpachecker-induction-svcomp14/cpachecker-induction.minepump_spec1_product45_true-unreach-call.cil.c.smt2.stdout,unsat,,332,71,1559,29170
/home/user/artifact/output/all/cvc5+leansmt-compiler/SMT-LIB/non-incremental/QF_UFLRA/cpachecker-induction-svcomp14/cpachecker-induction.test_locks_12_true-unreach-call_false-termination.c.smt2.stdout,unsat,,113,79,284,2170
/home/user/artifact/output/all/cvc5+leansmt-compiler/SMT-LIB/non-incremental/QF_UFLRA/cpachecker-induction-svcomp14/cpachecker-induction.Problem01_30_true-unreach-call.c.smt2.stdout,unsat,,10811,71,10899,25066
/home/user/artifact/output/all/cvc5+leansmt-compiler/SMT-LIB/non-incremental/QF_UFLRA/cpachecker-induction-svcomp14/cpachecker-induction.Problem03_30_true-unreach-call.c.smt2.stdout,,,333876,101,,
/home/user/artifact/output/all/cvc5+leansmt-compiler/SMT-LIB/non-incremental/QF_UFLRA/cpachecker-induction-svcomp14/cpachecker-induction.minepump_spec1_product61_true-unreach-call.cil.c.smt2.stdout,unsat,,529,67,2017,27497
/home/user/artifact/output/all/cvc5+leansmt-compiler/SMT-LIB/non-incremental/QF_UFLRA/cpachecker-induction-svcomp14/cpachecker-induction.minepump_spec4_product54_true-unreach-call.cil.c.smt2.stdout,unsat,,415,70,1979,40154
/home/user/artifact/output/all/cvc5+leansmt-compiler/SMT-LIB/non-incremental/QF_UFLRA/cpachecker-induction-svcomp14/cpachecker-induction.test_locks_11_true-unreach-call_false-termination.c.smt2.stdout,unsat,,100,72,232,1401
/home/user/artifact/output/all/cvc5+leansmt-compiler/SMT-LIB/non-incremental/QF_UFLRA/cpachecker-induction-svcomp14/cpachecker-induction.32_1_cilled_true-unreach-call_ok_nondet_linux-3.4-32_1-drivers--i2c--algos--i2c-algo-pca.ko-ldv_main0_sequence_infinite_withcheck_stateful.cil.out.c.smt2.stdout,unsat,,8,67,0,1
/home/user/artifact/output/all/cvc5+leansmt-compiler/SMT-LIB/non-incremental/QF_UFLRA/cpachecker-induction-svcomp14/cpachecker-induction.rekh_ctm_true-unreach-call.2.c.smt2.stdout,,,31384,164,,
/home/user/artifact/output/all/cvc5+leansmt-compiler/SMT-LIB/non-incremental/QF_UFLRA/cpachecker-induction-svcomp14/cpachecker-induction.Problem01_00_true-unreach-call.c.smt2.stdout,unsat,,10049,68,4120,22377
/home/user/artifact/output/all/cvc5+leansmt-compiler/SMT-LIB/non-incremental/QF_UFLRA/cpachecker-induction-svcomp14/cpachecker-induction.Problem07_00_true-unreach-call.c.smt2.stdout,,,,,,
/home/user/artifact/output/all/cvc5+leansmt-compiler/SMT-LIB/non-incremental/QF_UFLRA/cpachecker-induction-svcomp14/cpachecker-induction.43_1a_cilled_true-unreach-call_ok_nondet_linux-43_1a-drivers--input--touchscreen--dynapro.ko-ldv_main0_sequence_infinite_withcheck_stateful.cil.out.c.smt2.stdout,unsat,,9,70,2,2
/home/user/artifact/output/all/cvc5+leansmt-compiler/SMT-LIB/non-incremental/QF_UFLRA/mathsat/RandomCoupled/pb_real_10_0200_10_29.smt2.stdout,unsat,,52,69,211,5390
/home/user/artifact/output/all/cvc5+leansmt-compiler/SMT-LIB/non-incremental/QF_UFLRA/mathsat/RandomCoupled/pb_real_30_0750_10_26.smt2.stdout,,,260,69,2697,
/home/user/artifact/output/all/cvc5+leansmt-compiler/SMT-LIB/non-incremental/QF_UFLRA/mathsat/RandomCoupled/pb_real_10_0250_10_13.smt2.stdout,unsat,,47,68,102,5161
/home/user/artifact/output/all/cvc5+leansmt-compiler/SMT-LIB/non-incremental/QF_UFLRA/mathsat/RandomCoupled/pb_real_10_0250_10_22.smt2.stdout,unsat,,43,68,114,3201
/home/user/artifact/output/all/cvc5+leansmt-compiler/SMT-LIB/non-incremental/QF_UFLRA/mathsat/RandomCoupled/pb_real_30_0750_10_17.smt2.stdout,unsat,,229,70,1816,49959
/home/user/artifact/output/all/cvc5+leansmt-compiler/SMT-LIB/non-incremental/QF_UFLRA/mathsat/RandomCoupled/pb_real_20_0600_10_29.smt2.stdout,unsat,,124,68,662,15116
/home/user/artifact/output/all/cvc5+leansmt-compiler/SMT-LIB/non-incremental/QF_UFLRA/mathsat/RandomCoupled/pb_real_30_0900_10_15.smt2.stdout,unsat,,189,65,951,24386
/home/user/artifact/output/all/cvc5+leansmt-compiler/SMT-LIB/non-incremental/QF_UFLRA/mathsat/RandomCoupled/pb_real_10_0300_10_18.smt2.stdout,unsat,,53,65,159,4233
/home/user/artifact/output/all/cvc5+leansmt-compiler/SMT-LIB/non-incremental/QF_UFLRA/mathsat/RandomCoupled/pb_real_10_0300_10_29.smt2.stdout,unsat,,41,79,102,2295
/home/user/artifact/output/all/cvc5+leansmt-compiler/SMT-LIB/non-incremental/QF_UFLRA/mathsat/RandomCoupled/pb_real_30_0900_10_24.smt2.stdout,unsat,,191,67,1162,27036
/home/user/artifact/output/all/cvc5+leansmt-compiler/SMT-LIB/non-incremental/QF_UFLRA/mathsat/RandomCoupled/pb_real_20_0600_10_18.smt2.stdout,unsat,,118,70,621,13897
/home/user/artifact/output/all/cvc5+leansmt-compiler/SMT-LIB/non-incremental/QF_UFLRA/mathsat/RandomCoupled/pb_real_10_0250_10_26.smt2.stdout,unsat,,40,66,147,2014
/home/user/artifact/output/all/cvc5+leansmt-compiler/SMT-LIB/non-incremental/QF_UFLRA/mathsat/RandomCoupled/pb_real_30_0750_10_13.smt2.stdout,unsat,,252,80,1919,54398
/home/user/artifact/output/all/cvc5+leansmt-compiler/SMT-LIB/non-incremental/QF_UFLRA/mathsat/RandomCoupled/pb_real_30_0750_10_22.smt2.stdout,unsat,,201,68,1277,33813
/home/user/artifact/output/all/cvc5+leansmt-compiler/SMT-LIB/non-incremental/QF_UFLRA/mathsat/RandomCoupled/pb_real_10_0250_10_17.smt2.stdout,unsat,,62,71,260,5613
/home/user/artifact/output/all/cvc5+leansmt-compiler/SMT-LIB/non-incremental/QF_UFLRA/mathsat/RandomCoupled/pb_real_20_0500_10_18.smt2.stdout,unsat,,121,72,668,15223
